comment,label
"belum di coba, smoga cocok...pengiriman cpt",Positif
"tips pengguna:full liptint dan ombre efek:matt pengalaman penggunaan:ringan warnanya cakep, ringan dibibir, tahan lama oke pokoknya",Positif
akhirnya nyobain yg versi benerr. kemarenan beli di yg ga official rasanya beda di bibir :loudly_crying_face::loudly_crying_face: terharuu. makasih seller :red_heart::red_heart:,Positif
"tekstur:sedikit kental cocok untuk:rambut manusia performa:bagus banget, melembutkan tanpa lengket baru kali ini belanja di official l'oreal tapi packingnya kurang..:smiling_face_with_tear: biasanya bagian tutupnya itu diseal pake selotip berlapis2 biar gak ngebuka/bleber di jalan. yg kali ini engga. pake dus + selongsong karton gitu aja. bagian nozzle tutup pump nya jd patah, terus sebagian isinya keluar, jd botolnya lengket, bisa dilihat dusnya jg agak basah. tapi aku males retur, gapapa lah, walaupun ga full, isinya masih banyak ini..:smiling_face_with_tear: paling isinya aku pindahin ke botol lain, untung masih keep botol extraordinary oil yg udah abis.. mudah2an next bisa lebih teliti pas packing yaa..",Netral
"tekstur:cair cocok untuk:bibir , atau buat blush on performa:bagus bagus di bibir saya suka",Positif
ok thanks bonus nya,Positif
barang nya sampe lumayan lama ... kotaknya juga penyok ... moga kedepan nya lebih baik,Positif
tq..lum dicoba,Positif
paket diterima dengan isi tanpa brightening pore skin dan brightening pore cream…krn tidak sy videokan wkt unpacking maka tidak bisa complain,Netral
terimakasih ultima.... buat stok bedak dirmh:smiling_face_with_smiling_eyes:,Positif
tekstur:soft performa:lgsug ilang wanginya cocok untuk:cewek,Negatif
"wangiii nya enakk ga bikin eneg, ada wangi vanilla nya gitu enak dehh",Positif
yoi,Positif
baru mau coba semoga cocok,Negatif
will try soon,Positif
katanya exp glow mud mask nya di atas 2024 tp pas dtg dptnya yg exp 2023 :grinning_face_with_sweat:,Netral
"sudah langganan, cocok",Positif
cocok buat bibir gelap. coverage-nya high. aplikator mudah dipakai. gampang dibawa-bawa. awet seharian :lipstick:.,Positif
"order pink nude, dikirim warm ivory. hadehhhh untung dpt stiker lucu, kalo ngga bakalan bintang satu nih",Netral
bilang nya free 2 cotton pad kenyataannya zonk .. huhft.. gak beli lagi,Negatif
baru pertama kalinya beli di tokped krn selama ini beli di toko orange. beli disini krn disebelah kehabisan serum baru ini. pas brg dtg ternyata serum yg dikirim model la... ,Negatif
"agak kecewa sih karena kayaknya dapet yg ga item yg keselip pas qc. teksturnya enak padahal, formulanya ok. next lipstick purchase prefer lgsg ke beautyspace",Positif
lama nyampe nya & packing nya cm pake plastik untung brg nya gpp,Negatif
"beli 2, dikirim 1, komplain tidak diterima",Negatif
cocok untuk:rambut performa:bagus tekstur:daoet 5 ternyata dengan masker. penjelasan kurang,Negatif
kemasan:aman kirain waterproof ternyata tidak :person_facepalming::expressionless_face:,Negatif
"pelayanannya bagus, responnya juga bagus cuma disini agak kesel sih sama ekspedisi nya kenapa bisa luama sekuale pengirimannya",Positif
"ringan sekali di kulit dan daya sebarnya luas, sayangnya aromanya terlalu wangiii... cukup mengganggu bagi saya.",Netral
kurang cocok di rambut saya. kurang halus,Netral
"tips pengguna:tipis tipis aja manfaat:mencerahkan pengalaman penggunaan:bagus l, muka cerah bagus, katanya bakal dapet hadiah gratis guansa eh malah dapet pensil alir warna abu, mana saya gak tau make pensil alis apalagi warna abu abu",Positif
"ada yg minat? baru saya pakai dikiiiitttt banget, warna kurang cocok.",Positif
ga sesuai sma di iklan pouch g adaa sklinya di minta bilangnya nnti harap bersabar,Negatif
cocok untuk:tambah berjerawat dong aq pakai ini finally stop dulu,Negatif
paket sampe dengan aman,Positif
banyak bgt bonusnya hehe makasih yaa,Positif
worth it nih parfume meski harga ekonomis tapi wanginya ga murahan & pelayanan tokonya juga mantab :thumbs_up:,Positif
jelek kurirnya sialan,Negatif
"aplikatornya kecil ternyata, dan tekstur liquid nya pas dipake jadi keras gitu di alis, dan jd susah dibentuk, dan hasil nya gak bagus, jadi terlihat fake bgt alisnya",Negatif
"efek:mohon maaf ini pengirimannya tidak sesuai ekspektasi,gimana ini",Negatif
fast delivery :thumbs_up:,Positif
"saya sanag ttidak puas dengan pelayanan, sampai saya batalkan tpi oembatalan dtolak, barang ttp dikirimkan, mereka bilang barang sudah dikirim tpi nyatax d shoooee masih dkemas sampe tiga hari, melewati batas waktu harus dikirm, saya tdak akan belanja lagi disini",Negatif
hasilnya matte. cocok buat cool tone. cocok di kulit berminyak.,Positif
"sesuai deskripsi, respond cepat, tks",Positif
bocor di dalam serumnya.,Negatif
"pesan yg wrna merah,yg dtg wrna kuning",Negatif
nggak nyesel beli. terimakasih banyak.,Positif
bagus warnanya n cpat sampai,Positif
"barangnya pecah satu jdi berceceran kemana mana, mohon lebih diperhatikan lagi untuk packingannya:folded_hands::folded_hands:",Negatif
"kasih nilai bintang 1, karena tidak bisa pakai produknya. ini paket keliatannya di lempar sama kurir nya jadi tumpah serum nya. dropship untuk kado, jadi g ad video waktu buka nya. shopee & ekspedisi lebih perhatian dong k kurir, supaya paket tidak di lempar. kalau isinya tumpah begini, konsumen yang dirugikan.",Negatif
blum tau hasil nya kualitas atau tidak,Positif
bedaknya hancur semua gak bisa dipake sama sekali kecewa banget pokoknya,Negatif
"kecewa banget sama tokonya, pas datang malah serum padahal saya mesen yang buat mengankat komedo. dan salahnya saya kenapa gada vidio unboxing karna sealam beli shopee gapernah kejadian salah kirim barang atau barang rusak dll.",Negatif
nyampe udah ktk gitu bentukannya. bocor di tutupnya. dan harga 10.607 tp dapet isinya cuman seperti yg divideo dan foto. hmfh. gk worth it sih kalo dpt harga sgni.,Negatif
oke,Positif
"teksturnya cair, gatau kenapa kok malah bikin wajah kering bgt padahal muka aq tipe yang berminyak. pengennya pengembalian barang:(",Negatif
pengiriman nya lama sekali,Netral
ko isi nya cuman seuprit yaaa .... udh gitu cream nya kaya yg tumpah lagi .... jadehhhh mudah2n sihh cocok gpp lahh....,Negatif
"nice, tapi kayaknya gk cocok dah.. agak gatel pas abis pake",Positif
selalu suka sama blp :smiling_face_with_smiling_eyes:,Positif
"barang tidak sesuai pesananan, saya pesan cleanser yang grape fruit tpi dtengnya mangosteen :grimacing_face:",Negatif
bagus bgt,Positif
"makasih dear me beauty, produknya sampai dgn cpt. sama sekali tdk ada keluhan dgn produknya. kekurangannya, kurir sangat tidak sopan, melempar produk ke dalam rumah, tidak memanggil orang rumah dan langsung pergi begitu saja. tolong diperhatikan untuk kurirnya. tks.",Negatif
"tekstur:padat performa:bagus cocok untuk:kulit normal udah sering sih pake bedak azzura,bedaknya bagus tahan lama,eh dapet harga murce lagi di shopee live:face_blowing_a_kiss:",Positif
eye shadow pecah dan berantakan saat sampai,Negatif
sedikit kecewa pengiriman cukup lama diluar estimasi tglnya hrsnya 7-8 tiba dan ada perubahan lagi estimasi tgl tibanya tgl 9 baru trima jadi tambah lama...,Netral
"barang nya gaada , packingnya sudah rusak waktu saya terima.",Negatif
"profil kecantikan:mintaa batalin biar bisa claim free pc duluu, ga mauu dibatalkan .. teknik marketing mekso",Negatif
"harganya murah tp pengirimanyaa lama , di perbaiki lg expedisinyaa so far ok ",Negatif
"beli espresso, yg datang midnight",Negatif
"pesannya natural, brg yg dtg translucent... di komen2 lain jg banyak yg dapetnya salah shade juga",Negatif
lucuu,Positif
"bonusnya gak pernah di krim , klo emang gak ada bonus mendin gak usah di tampilkan",Positif
barangnya yg sampe hancur :smiling_face_with_tear:,Negatif
"expired date sangat dekat, sudah dikomplain namun pihak garnier tidak bersedia tukar barang, info mereka sudah ketentuan fefo, first expired first out, jadi buat tmn hati... ",Negatif
suka suka sama esqa,Positif
sudah pesan hati2 tp tdk juga ternyata bungkusan sprti sdh dibuka plastik nya. ini sekelas revlon lho.. lipstik saya terima patah! sayang ya pdhl ini saya beli gak gratis..,Negatif
salah satu botol pecah . bocor,Negatif
"ini sih memang gratisan, tp pas dateng cm keisi 3/4 nya aja trs kebuka dan jd lengket ke paket utama nya. kl memang ga ada ya gausah dikasih aja sekalian :)",Netral
kemasan:aman rapi pengalaman penggunaan:mesan untuk ke 2xnya alhamdulillah cocok wangi:iya,Positif
terima kasih barang sudah di terima.,Positif
"lipstik kayak bekas kebuka , ntah bekas di oles apa gmn, br kali ini beli lipstik di official revlon pas dtg kek kaget koq modelnnya begini, pas buka plastik nya emang curiga koq kyk di silet tengahnya , atas nya gak mulus samping2 juga sama",Negatif
"pengalaman penggunaan:bagus manfaat:melindungi kulit aku kasi dua karna yg pink gk di segel dan isinya cuma sedikit, mls return karna ribet",Negatif
"manfaat:mempercantik diri profil kecantikan:cocok utl aemua jenis kulit efek:dewy baguss, mewahh packagingnya, cocok utk seserahan, dapet harga diskon, pengemasannya lumayan lama mungkin lagi high season beli tgl 8 baru dikirim tgl 12 no minus boxnya rada basah mungkin karna kecampur sama produk free micellar water tp ga basah sampe dalem aman",Positif
tekstur:cair waktu pertama kali nyoba kaget krna tekstur nya cair begini,Negatif
ketahanan:jelek bgt sumpah ne jualan gak amanah bgt ..masa yg dateng cmn pensil alis ny doang primer ny mna ..loe kl mo nyari duit halal...yg bner dong loe..:smiling_face_with_horns::smiling_face_with_horns::smiling_face_with_horns:.dasar penipu..gue viralin sumpah,Negatif
ketahanan:kurang sukaaa,Negatif
profil kecantikan:belum di coba kemasan tidak rapi bedak mahal tidak di segel seperti bedak sisa,Negatif
barangnya udah datang. cuma banyak an yang carot. tapi gak papa juga kok,Positif
"di deskripsi ada free remover pas barangnya datang yg ada dibox cuma maskara saja, ini sama aja kekk harga normal.. nggak usah ngasih diskon sih klo caranya kekk gini .. niat dapat murah krn tergiur diskon dan ada free malah kena mahal! buruk skali!",Negatif
kecewa pesen 2 yang satunya tumpah sampai habis packing kurang aman,Negatif
belum digunakan. pengiriman nya lama,Netral
"tidak sesuai dg pesanan, kecewa berat",Negatif
"bahannya ringan, pengaplilasinnya juga oke sih",Positif
kemasan:packing kurang rapi di terima udah berantakan packing cuma pake buble warp sama plastik doang,Negatif
"pesanan sayaa 2, tapi yang di kirim hanyaa 1 ????",Negatif
"kenapa jadi gini ya bau nya?:loudly_crying_face: nyengat banget dan bentar udah ilangg, pdhl aku udah sering pake revlon, sedihhh :weary_face::weary_face:",Netral
masih segel tapi bocor dari kemasan,Netral
baru buka trnyata sudah pecah dan gliter pada berterbangan,Negatif
untuk calon customer lain yg tertarik dgn fragrance unik yg ditawarkan dan imingan free totebag mendingan jangan checkout. saya customer waktu barang terjual kira-kira ju... ,Negatif
salah pengiriman barang,Netral
"utk serum vitamin c 10% enak banget, belum coba utk retinol complex + 5× ceramide mighty serum-nya. semoga cocok",Positif
lamaaa banget nyampe nya pesen tanggal 1 keterima tgl 7,Netral
"parah shamponya bocor, ga ada solasi rapet kayak biasa. tumben nih safi kok packaging nya jelek gini. biasanya rapi, rapet disolasi semua produknya jadi ga tumpah2 gini. kecewa jadinya sampe bocor gini ckck",Negatif
"worst shipping service i have ever had! saya bayar tanggal 30 pagi, baru dikirim tanggal 1, trus status tracking hanya ada tanggal 1dan bahkan sampe barang datang tanggal... ",Negatif
"terbaik..... the best pokonya liptint ini,udh coba merk sana sini selalu balik lg pake ini ...",Positif
kemasan:oke tips pengguna:disarankan tidak pake masker pengalaman penggunaan:bedaknya nempel ke masker dibanding ke wajah overall oke sii,Positif
"kurang cocok, pelembab tapi tidak terlalu melembabkan",Netral
pakingannya aman dan barang cepat datang untuk tekturnya sendiri lembut tapi di kurang pigmentik but so far sudah bagus dan enak dipake terima kasih,Positif
"tekstur:dahlah performa:bagus cocok untuk:tp kecewa bonus dikirim tp yg orderan asli malah kurang. cs dihubungi via wa ga ada kabar lanjutan terus. kecewa nih pelayanannya luxcrime, kalau mau kasih diskon ya yg bener packingnya jgn kurang. ga ada solusi lagi refund kek, kirimin barang yg kurang kek. udh 2 minggu loh",Negatif
pertama kali coba semoga warnanya cucok di mukaku:smiling_face: p,Positif
kurir lambretta banget... 5 hari baru sampe,Netral
"brg sesuai psnan, quantity dan tipe jg seauai. pengiriman lmyn cpt & semoga cocok. gak smua acne patch, ini msh blm dibuka dan smua cocok ya",Positif
"yg dikirim salah shadenya, gakepake:thumbs_down_light_skin_tone:",Negatif
"pengalaman penggunaan:ga terlalu ngestain huhuhu sad, tp baunya enakkkkkk bgt :weary_face:",Netral
"cocok untuk:mata performa:biasa biasa aja maskaranya iklannya bilang waterproof,,,dipake wudhu aja lgsung pada buyar....emng iklan tak sesuai kenyataan...",Negatif
kecewa bangett ..kemasannya gak bagus.. ditrima sdh terbuka kardusnya.. gak tau brg nya aman nda,Negatif
bagussss bgt,Positif
:thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone:,Positif
"pengiriman agak lama, cuma puas dengan produknya.",Netral
"cocok untuk:semua jenis kulit terlebih kulit normal dan kering. performa:ada progress tapi agak lambat untuk mencerahkan. tekstur:cair tapi sedikit kental. aq belinya 4 serum, tapi ga dapet free tusknya... terus jg syarat free nya ga jelas...",Netral
performa:katanya dapet bonus? cocok untuk:ga ada free nya tekstur:mana bonus nya?? katanya free browcara. mana??? tipuuu!!!,Negatif
"mendarat aman, dus mulus. baru coba sih, kalo hasil bagus nanti 5 stars deh. thank you seller.",Positif
gak bagus.. kurang puas,Negatif
nempel banget dan mudah di aplikasikan ke wajah. dan warna pilihannya jg sesuai dgn warna kulit wajah,Positif
"packing ok, kwalitas ok, harga lumayan.",Positif
"lumayan, tp setelah pake, muka auto agak berminyak semalaman.",Positif
tekstur:ringan performa:cocok untuk kulit kering cocok untuk:sehari hari awalnya ragu banget pilih shade warna kulit akrinya ketemu n10 marble cocok untuk kulitku yang kuning langsat,Negatif
kemasan:asli profil kecantikan:asli manfaat:asli pertanian monokultur merupakan lahan pertanian yang ditumbuhi hanya dengan 1 jenis tanaman unggul tertentu. aktivitas ini dapat mengurangi keanekaragaman makhluk hidup sehingga keseimbangan ekosistem menjadi sangat rentan atau tidak stabil. dampak tersebut menyebabkan ledakan populasi hama yang menyerang tanaman pertanian sepanjang tahun,Positif
"apaan dateng dateng begini, ditungguin kirain bakal bisa refund tukar barang jadi ga aku buka sampe besoknyaa, taunya cuma dikasi opsi dapat voucher 20 ribu dgn min pembe... ",Negatif
kok ga powder ya bentuk nya padahal kemasannya rapet segel masih aman jg tp pas dibuka padett huhuhu,Netral
"pengiriman cepat dan aman. sayang eyeliner nya more on the glossy side, kurang matte. size brush nya jg agak besar jd kurang presisi.",Positif
kurang banget kurir ekspedisinya. lama nyampenya,Negatif
"pengiriman ok, packing rapi. pembelian pertama dan cukup mengecewakan, ternyata sama seperti pengalaman pembeli lain, barang yg dikirim tidak sesuai dengan pesanan / de... ",Negatif
warnanya tdk sesuai dgn yg di tester,Netral
pengirimannya lamaaaaaaaaaaa bangettttttttttttt,Negatif
"tekstur:bocor cocok untuk:ok performa:packing krg baik packing diterima bolong, 2 btl shampoo bocor. 2 bonus yg di iklan kan (cleanser dan serum) tidak diterima. kl stok sangat terbatas, tdk perlu di iklankan ya. chat cs jawabannya template mhn maaf.",Negatif
sponge lucu,Positif
"barang sesuai. no 6 dan 7 hampir sama, tp menurut saya yg warna merah nomer 7. respon oke. terima kasih :folded_hands_light_skin_tone:",Positif
warna:bagus kualitas:alhmdulialh ketahanan:belum tau,Negatif
"baru kali ini kasih :star: satu utk dear me.. udah nunggu lamaaaa (meski sudah memaklumi namanya jg 12.12 pasti orderan membludak).. berharap bisa dpt lipcream nya dg harga murah, tp malah dikasih crayonttention pixy.. :thumbs_down: dear me sekarang jualan pixy??? males mw chat cs & pasti cm disuruh kirim balik :cross_mark:",Negatif
tips pengguna:memang bagus....pengiriman cepet....puas,Positif
ga nge-blend di bibir jadi kaya misah²,Netral
tertera beli dapet 2 product (buy 1 get 1) tapi cuma dapet 1 pcs :grinning_face::grinning_face:,Negatif
"dapet eyeshadow yg kurang dr setahun lagi expired, dan dilihat dr tampilannya sepertinya barang lama",Netral
"ini ak beli yg ke 2 kalinyaa, ga bikin dempul trus ringan buat di pakai",Positif
"gampang dipakai karna produknga pencil gel. tapi karna saya tipe kulit nya oily, kalau dipakai seharian suka luntur karna kuit berminyak. tp untuk yg normal atau kering m... ",Positif
"tidak sesuai deskripsi, di gambar buy1 get1 . tp yg di kirim hanya 1. kedua kalinya di kecewakan dgn promosi produk ini",Negatif
"barang datang komplit sesuai pesanan dan utuh, terima kasih seller..",Positif
tekstur:kering cocok untuk:mata baru nyobain beli ternyata eyeliner nya kering tidak keluar tinta nya..,Negatif
"alhamdulillah suka sama warnanya cantik bgt, next bakal order lg",Positif
tolong perhatikan orderan pelanggan jangan asal kirim biar pelanggan tdk kecewa.,Netral
salah 1 lip creamnya ada yg keluar minyak,Netral
bagus enak dipakenya ga bikin lengket harganya juga terjangkau,Positif
"sdh coba, tp gak cocok, rambut jd kaku",Netral
gmana sih ini kok pecah,Negatif
"bagus kek biasanya, cuma dikirimnya agak lama",Positif
pengalaman penggunaan:saya baru mau mencoba produk ini. semoga cocok sama kulit saya wangi:wangi sakura banget,Positif
"tekstur:cair n finish looknya kering cocok untuk:bibir lembab performa:biasa tidak cocok untuk bibir kering, finishnya kulit bibir ngelupas2. ga ada efek glossy nya sama sekali.. sekali swipe langsung kering dan pecah2. tapi stain nya lumayan awet selama ga kena air. sayang wangi nya kurang enak. dear me beauty yg dulu pertama keluar yg tutupnya totol2 item itu yg paling the best formula nya, wangi coklat jg. di bibir bener2 lembab. kl yg ini saya sangat ga cocok sm formula nya, tapi mungkin cocok di yg lain yg bibirnya lbh lembab.",Netral
"bahannya ringan, gampang diserap, pengiriman juga termasuk cepat",Positif
performa:bagus cocok untuk:pesta tekstur:kaya ga ada isinya semoga cocok dikulitku blm dicoba tp bentuk dan semuanya bagus,Positif
gak terima produk bundle nya :pensive_face:,Positif
wangi segar,Positif
"paket datang dengan kertas resi rusak kepotong setengah,lakban dus kebuka,untung isi produk masih aman.klo tumpah aja,heneug pisannn.lain kali packing rapih dong min.",Netral
b ajh,Negatif
"sorry banget, kecewa banget deh, pengiriman lama sampenya. dateng dateng cm dibubble wrap doang tanpa kardus aja. pas dibuka malah berbusa eh taunya tutupnya patah dan bocor. gabisa ditutup lagi, aski beli official kok gini ya hehe kecewa amat",Negatif
"barang nya bagus kemasan nya rapih kemasan produk nya juga bagus suka bgt , semoga cocok di kulit aq..",Positif
barang nya bagus sih tapi sayang pengiriman nya lama bangettttt,Netral
"kemasan tidak memakai bubble wrap, dikirimi produk dalam kondisi crack, sudah komplen melalui chat tp sangat slow respon, katanya mau dikirim produk pengganti tp sudah 3... ",Negatif
kok 11 semua kak ?,Netral
kak..saya minta yg no 380 kok yg datang no 25...,Negatif
barang sudah sampai dengan selamat syukakkk pol sama produk ini,Positif
"tekstur:gabisa review beli banyak biar sekalian, gak vidio unboxing karena akun official, ujunganya beli bundling gak dikirim maskaranya, tanggapan lama sekali, eh dikirim malah penjepitnya dikirim ulang, komplain karena garansi shopee sudah habis, uda gak ditanggepin lagi. terimakasih ya, over all bagus kok produknya. :)",Negatif
rada nyut2an dipake nya,Positif
gasebagus riviewnyaaa:face_with_peeking_eye:,Negatif
"lamaaaaa sampenya ke pending di expedisi berhari-hari,padahal pake shopee expres tp koq jd lbh lama",Negatif
"saya tidak ulas produk, yang saya ulas pelayanannya, buruk sekali, pembayaran tanggal 29, pengiriman tanggal 3.",Negatif
pengiriman agak sedikit lama,Positif
di captionnya buy 1 get 7 tapi yg gua dapet cuma ini tok! dahlah,Negatif
ternyata expired nya desember..,Netral
"sempet ganti sabun cuci muka laen lgsg bruntusan akhirnya balik ke garnier lagi dan sangat2 mendingan, pas bgt dpt flash sale super duper seneng :raising_hands::raising_hands: thank you garnier! �... ",Positif
waenanya mirip sm w06,Netral
pengiriman lamaaaaaaaaaaaaa,Negatif
barang dah sampai sesuai pesanan. cuma packing riskan bgr cuma bungkus plastik .untung engga penyok.,Positif
tekstur:ntahhh performa:gatauuu cocok untuk:komedo(?),Positif
penyok berbekas :clown_face::folded_hands_light_skin_tone:,Negatif
"warna sesuai buat base ombre, ga kyk yg satunya si mambo r02. formulasi oke langsung nge-set meski agak kering rasanya di bibir. mesti pake lipbalm dulu.",Netral
"packingan sangat aman doong .. produk bertekstur lembut krim cair, dipakai ringan dan mate, masih sedikit nempel di sendok ice cream hehehe, tapi awet seharian meski ga d... ",Positif
box kotor dan penyok2. brg hampir jatuh krn bubble dipasang asal (brg dan bubble terpisah),Positif
bintang 4 krn gadapet bonus-_-,Positif
mantav,Positif
cepat meresap nggak lengket bikin kulit glowing :sparkles: bebas white cast :thumbs_up: penjualnya ramah banget packaging aman :folded_hands: respon penjualnya top teksturnya ringan packaging rapi pro... ,Positif
tokoh ini gk amanah sangat2 mengecewakan iklan nya dapat 3 dikirim cuma 2,Negatif
"pantas promo, made in indonesia.",Netral
bintang 1 untuk ekspedisinya. benar-benar buruk banget pelayanannya. melebihi batas estimasi seharusnya. ibarat makanan tuh keburu basi!!! menjengkelkan!,Negatif
maaf banget gak enak dipakai.. bau tinner atau apalah.. dan di bibir jg gak enak.. tp memang ada harga ada rupa. sy kasih ke teman dan sudara sy eh gak pada mau pakai...... ,Negatif
kok segelnya sdh kebuka... terus produksi taon 2019 exp april 2022.... sayang saya gak ngevidio waktu unboxing... punya saya yg habis aja taon exp taon 2024... hmmm so sad.... mana sudah kepencet pesanan diterima lagi... aseli nyesel banget... biasanya juga gak gini... ternyata toko beda kota hmmm,Negatif
"barang tidak dikirm, padahal sudah 2 tahun pakai produk ini dan klw pesen selalu lengkap, tapi kali ini barang ga dikirim dong",Negatif
"seller slow respond, packing asal asalan",Negatif
"kecewa...pesan 4 tp yg datang cuma 3...berharap dpet diskon + harga murah trnyta sama aja kyak harga normal..syg td gak ku video kan pas buka paket ny,krna prcya aja sebab ini bukan orderan ku yg prtma..ehh alhasil malah di buat kecewa,brg nya kurang 1...males buat pngembalian dana / susulan brg...ku anggap sedekah aja lah..tp lain x lebih teliti dong buat admin nya jgn merusak usaha dgn keteledoran gini",Negatif
produk terlalu keras...period d kulit,Negatif
gak dapat free eyes mask seperti yg tertera di gambar produk,Negatif
"kemasan:nggak ada bungkus plastik paket dikirim dalam keadaan seperti sudah terbuka, dalam perjalanan banyak yang tumpah",Negatif
bagus warnanya tapi sayang aplikator nya malah buntung :rolling_on_the_floor_laughing:,Positif
ada harga ada kualitas sih. kurang cocok untuk muka yang berminyak.,Negatif
barang sudah diterima dan terima kasih bonusnya,Positif
yg datang bukan matte n fresh tapi bright n clear. salah kirim produk,Negatif
"kotak ancur, isi dalam berantakan:woman_gesturing_OK:",Negatif
"sayang undertonenya cool jadi bikin wajah abu, tidak sekuning di gambar",Netral
"bahannya ringan,nyaman cuman pas awal pemakaian pertama kurang berasa tapi untuk berikutnya nyaman enak",Positif
pengiriman lama baaangeettt hampir seminggu,Netral
tolong lbh cepat lagi kak dlm proses pengiriman paket pesanan buyer agar tdk mengecewakan buyer ,Negatif
gasuka baunya,Netral
1. nasi + ayam tulang lunak 3 (2 sambel bawang 1 sambel bajak) ayamnya paha semua ya 2. ayam biasa + nasi (sambel bajak paha),Negatif
"kemasan:jelek, ga aman, ga niat pengalaman penggunaan:bagus pengemasan sangat buruk, gaada buble wrap, padahal official store tapi mentang2 ngirim cuma 1 produk bnr bnr ga niat ngemas. aman sih untungnya sampe sini, tpi ttp aja parah ngemasnya:thumbs_down_light_skin_tone:",Negatif
packing barang tidak bagus sehingga memperbesar potensi kerusakan barang,Negatif
essence toner kecintaan akuuuu huhu lovelyyy !!! bagus banget buat melembabkan suer deh kalian yg blm coba produk skintific yg ini segera cobain dan rasakan sensasi dimuka kalian. terlebih lagi yg kulitnya kering.. btw mukaku oily tp masih aman aja krna kadang suka ada yg kering dibagian hidung makasiiii:heart_hands_light_skin_tone::face_holding_back_tears:,Positif
untuk ngirim ke kurir nya lama bangtttttttt,Netral
udh nunggu agak lama tapi ternyata ga cocok :smiling_face_with_tear:,Positif
cocok sih,Positif
aku kira perbedaan warnanya agak jauh ternyata hampir sama hehehe,Positif
"kecewa sekali dengan pelayanan official store revlon, produk tidak sesuai dengan order, shades ivory tapi dapatnya lain. packaging harusnya bundar tapi ini kecil sekali gatau bentuk apa. sengaja pesan di official store agar terjamin kualitas barangnya dan keasliannya, sangat sangat kecewa sekali",Negatif
barang kurang lengkap,Netral
"pengiriman cepat, packing sangat bagus dan aman, kualitas barang sudah pasti bagus sy sudah lama pakai",Positif
"daya serap:bagus tekstur:bagus efektivitas:bagus saya udah langganan sama ertos, sellernya ramah, cuma kali ini kecewa banget saya karena pengemasan nya lama banget",Netral
"sangat menyesal belanja disini, pengemasan sangat buruk, sehingga barang diterima dalam keadaan sangat tidak baik, namun penjual malah menanggapi dengan santai seolah2 ha... ",Negatif
"klo jualan yg bener barang sampe dgn cacat/rusak tpi malah tidak mau diganti/retur. harus nya tanggung jawab sbgai penjual ganti dgn yg baru, bukan memberika voucher 10k, karna kakak sendiri gakan tau kebutuhan apa aja yg butuh. bukan nya suruh beli lagi. kocak!!!!",Negatif
oke lahh untuk produk yang ini,Positif
"warna:good tekstur:glosy ketahanan:bagus maaf nih, marketing penjualannya gila bagussss banget, bayangin barang yg mau expired 2bln lagi di jual flash sale dgn harga murah dan lebih bagusnya lagi tokoh nggak memberi keterangan tentang expired barang. pas dtg oh kaget bgttttttttt",Negatif
suka banget langsung nge set dan cocok di bibir aku. bisa buat daily banget. nude selalu suka,Positif
"jujur produk nya bagus bgt, pengiriman cepet dan aman sampai rumah... cuman bener"" kecewa belanja disini, 2x order loose powder dgn waktu yg berbeda dan selalu ada banner promo"" kaya free gift tapi selalu g pernah dpt free gift nya, yg pertama kali order dengan alasan sudah ngelewatin tgl promosi tapi di foto produk masih ada info free gift saat paket udah sampai rumah... dan sekarang keulang lagi masih ada info free gift di poto produk tapi pas sampai rumah ttp gk ada free gift nya, dengan alasan produk terbatas, tapi liat diulasan lain ada yg dpt free gift nya pdhl dia ulas tgl 13 april 2023 sementara paket ku dateng nya tgl 11/12... kalo memang udah gk ada promosi free gift mending ganti poto catalog nya",Negatif
"harga murah tapi kwalitas gak murahan, baru pertama x order langsung jatuh hati sama produk ini",Positif
"kecewa, saya pesen nomor 4, yang dateng malah nomor 8, mana gaada konfirmasi dulu, seenggaknya bilang jadi saya bisa pilih warna yang mendekati, kalo gini malah ga berguna, saya ga suka warnanya :thumbs_down:",Negatif
"sudah pakai produk ini 5 tahun. bagus dan cocok. sesuai yang tertera deep cleansing. setelah pemakaian, wajah lebih bersih dan segar, mengurangi minyak di wajah, pakai sedikit sudah banyak busa nya, wangi, dan awet karena isinya banyaaaaaaak. beli saat live harga sangat murah. packaging aman pakai dus dan cepat sampai. terima kasih seller dan kurir :red_heart:",Positif
"datang hampir 2 minggu,pckagingnya ga aman,chat ke cs ga dibalas balas",Negatif
joss ...pengiriman flash....thanks admin,Positif
semoga klaimnya sesuai ya utk mencerahkan bwah mata,Positif
pengiriman lama..seminggu baru sampe,Negatif
gak suka baunya.,Netral
"kemasan:good quality pengalaman penggunaan:setelah 1minggu lebih penggunakan, di kulit aku yg oily malah jadi banyak jerawat yg timbul setelah 3 hari pemakain tapi tetep dicoba sampe sekitar 9 hari eh bener tidak ada perubahan dan menimbulkan jerawat baru sediih bgtt huhuhu",Negatif
"tekstur:u aslinya udah dibatalin malah dikirim, niatnya pengen nambah serum malah dikirim. kurang teliti",Negatif
kualitas produk kurang. ujung rusak dan pangkal lipstik mau patah.,Netral
"sampai cuman botolx saja, isinya tumpah semua, astagaaaaa, padahal in official store tp kek gni pakinganx..innalillah",Negatif
tulisan di botolnya ngelupas. ada botol yg isinya tumpah sedikit. jd keseluruhan botolnya lengket,Netral
