No.,comment,label
430,"Hasilnya biasa aja, nggak ada efek wow di kulitku.",negatif
431,"Produk ini membantu melembabkan kulit, tapi belum ada efek dramatis.",netral
432,Aku suka banget sama teksturnya yang ringan dan cepat meresap!,positif
433,"Gak cocok buat kulit sensitif, malah bikin wajahku iritasi.",negatif
434,"Sejauh ini oke, tapi aku masih tunggu hasil maksimalnya.",netral
435,"Beneran bikin kulit lebih glowing dan sehat, pasti repurchase!",positif
436,Produknya malah bikin kulitku kering dan terasa gatal.,negatif
437,Aku belum lihat perubahan signifikan meski sudah pakai beberapa minggu.,netral
438,Kulitku jadi lebih halus dan cerah setelah beberapa kali pemakaian.,positif
439,Aku kecewa karena produk ini malah bikin kulitku makin kusam.,negatif
440,"Sejauh ini, produk ini oke sih, tapi aku belum lihat efek yang luar biasa.",netral
441,"Produk ini bikin kulitku lebih segar dan terhidrasi, recommended banget!",positif
442,"Wanginya terlalu kuat, gak nyaman dipakai di kulitku.",negatif
443,Aku merasa kulitku lebih sehat setelah rutin pakai produk ini.,positif
444,"Hasilnya nggak sesuai harapan, malah bikin kulitku tambah kering.",negatif
445,Aku merasa produk ini bekerja dengan baik di kulitku.,netral
446,"Kulitku jadi lebih kenyal dan lembut, pasti repurchase lagi!",positif
447,"Gak ada efek yang signifikan, aku kecewa karena hasilnya biasa aja.",negatif
448,"Sejauh ini gak ada masalah, tapi aku masih coba produk lain.",netral
449,"Hasilnya oke banget, kulitku jadi lebih cerah dan halus!",positif
450,"Malah bikin wajahku makin beruntusan, aku nggak suka.",negatif
451,"Produk ini bikin kulitku lebih cerah dan halus, hasilnya beneran nyata!",positif
452,"Sayang banget, malah bikin kulitku jadi berminyak.",negatif
453,"Sejauh ini biasa aja, belum ada perubahan besar di kulitku.",netral
454,"Kulitku jadi lebih lembab dan kenyal, pasti repurchase lagi!",positif
455,"Gak cocok di kulitku, malah bikin timbul jerawat.",negatif
456,"Aku udah pakai beberapa minggu, tapi belum lihat efek yang signifikan.",netral
457,"Produk ini melembabkan kulitku dengan baik, aku suka!",positif
458,"Aku kecewa, produk ini malah bikin kulitku terasa kering.",negatif
459,"Teksturnya enak, tapi aku belum lihat hasil yang benar-benar terlihat.",netral
460,Bikin kulitku jadi glowing dan terasa sehat!,positif
461,"Aku gak suka sama wangi produk ini, terlalu menyengat.",negatif
462,Kulitku lebih kenyal dan lembut setelah pemakaian rutin.,positif
463,"Gak ada perubahan signifikan, mungkin butuh waktu lebih lama.",netral
464,"Hasilnya luar biasa, kulitku lebih halus dan cerah!",positif
465,Aku gak bakal repurchase karena malah bikin kulitku iritasi.,negatif
466,"Sejauh ini oke, tapi aku belum lihat efek besar di kulitku.",netral
467,"Produk ini membantu menjaga kelembapan kulitku, aku suka!",positif
468,Malah bikin kulitku lebih kering dan terasa kasar.,negatif
469,"Aku masih coba, hasilnya belum kelihatan, tapi semoga ada perubahan.",netral
470,"Aku puas banget, kulitku terasa lebih lembut dan halus setelah pakai ini!",positif
471,"Sayang banget, produk ini malah bikin kulitku beruntusan.",negatif
472,"Kulitku lebih cerah dan lembab, produk ini bekerja dengan baik!",positif
473,"Gak ada efek signifikan di kulitku, sepertinya gak cocok.",negatif
474,"Sejauh ini, produk ini bekerja dengan baik, kulitku lebih sehat!",netral
475,"Produk ini bikin kulitku lebih lembut dan kenyal, suka banget!",positif
476,Aku gak suka sama teksturnya yang terlalu tebal di kulit.,negatif
477,"Aku masih pakai produk ini, belum ada perubahan besar di kulit.",netral
478,"Kulitku jadi lebih kenyal dan glowing, pasti repurchase!",positif
479,"Hasilnya biasa aja, gak ada perubahan signifikan di kulitku.",negatif
480,Sejauh ini kulitku lebih lembab dan terhidrasi setelah pakai ini.,netral
481,Aku suka banget karena produk ini melembabkan kulitku sepanjang hari!,positif
482,"Malah bikin kulitku lebih berminyak, gak cocok buat aku.",negatif
483,"Hasilnya gak terlalu terlihat, mungkin butuh lebih banyak waktu.",netral
484,"Produk ini memberikan kelembapan yang bertahan lama, aku suka!",positif
485,Malah bikin kulitku terasa kering dan ketarik.,negatif
486,"Sejauh ini oke, tapi aku masih nunggu hasil yang lebih besar.",netral
487,Kulitku lebih sehat dan cerah setelah rutin pakai produk ini!,positif
488,Aku gak suka sama wangi produk ini yang terlalu menyengat.,negatif
489,Aku merasa kulitku lebih lembut dan kenyal setelah pakai ini!,positif
490,"Hasilnya biasa aja, aku gak terlalu terkesan dengan produk ini.",negatif
491,Kulitku lebih cerah dan terasa lebih sehat setelah beberapa minggu.,positif
492,"Produk ini bikin kulitku terasa kering dan kasar, gak cocok.",negatif
493,"Aku masih coba, belum ada perubahan besar di kulitku.",netral
494,"Produk ini bekerja dengan baik, kulitku jadi lebih glowing!",positif
495,"Hasilnya nggak sesuai dengan klaimnya, kecewa deh.",negatif
496,"Sejauh ini produk ini oke, tapi aku masih ingin lihat hasil maksimalnya.",netral
497,"Kulitku jadi lebih halus dan kenyal setelah pakai ini, suka banget!",positif
498,"Aku kecewa, produk ini malah bikin kulitku beruntusan.",negatif
499,"Produk ini bekerja dengan baik, kulitku jadi lebih sehat dan cerah!",positif
500,Aku gak merasa ada perubahan di kulitku meski sudah beberapa minggu pakai.,negatif
501,"Aku puas dengan produk ini, kulitku jadi lebih lembut dan kenyal!",positif
502,"Sayang banget, malah bikin kulitku tambah beruntusan.",negatif
503,"Sejauh ini biasa aja, tapi aku masih nunggu hasil lebih lama.",netral
504,"Kulitku jadi lebih lembab dan kenyal, aku suka banget!",positif
505,"Gak ada efek apa-apa, aku gak bakal repurchase.",negatif
506,"Hasilnya lumayan, tapi aku masih mencari produk yang lebih cocok.",netral
507,"Kulitku jadi lebih sehat dan glowing, aku bakal terus pakai ini!",positif
508,"Sayang banget, produk ini malah bikin kulitku terasa kering.",negatif
511,"Produk ini bikin kulitku makin glowing, aku suka banget!",positif
512,"Sayang banget, malah bikin kulitku kemerahan dan iritasi.",negatif
513,"Aku masih coba, sejauh ini gak ada efek buruk tapi juga belum ada hasil signifikan.",netral
514,"Kulitku jadi lebih halus dan lembut setelah pakai ini, recommended!",positif
515,"Malah bikin wajahku tambah kusam, kecewa banget.",negatif
516,"Hasilnya lumayan, tapi gak terlalu berbeda dari produk biasa.",netral
517,"Beneran bikin kulit jadi lebih cerah, gak nyangka bakal sebagus ini!",positif
518,"Aku gak suka sama teksturnya, terlalu lengket di kulit.",negatif
519,"Kulitku jadi lebih terhidrasi, tapi efek cerahnya belum kelihatan.",netral
520,"Aku suka banget, hasilnya bikin kulitku sehat dan glowing!",positif
521,Wanginya terlalu kuat dan bikin aku kurang nyaman.,negatif
522,"Produk ini oke, tapi gak ada efek yang terlalu signifikan.",netral
523,"Kulitku lebih kenyal dan lembut, pasti bakal beli lagi!",positif
524,"Sayang banget, produk ini malah bikin kulitku lebih kering.",negatif
525,"Aku masih coba, hasilnya belum terlalu kelihatan.",netral
526,"Beneran bikin kulit lebih lembut dan cerah, suka banget sama produk ini!",positif
527,"Aku kecewa, gak ada perubahan yang aku rasakan setelah pemakaian rutin.",negatif
528,"Sejauh ini oke, tapi aku masih tunggu hasil lebih lama.",netral
529,Produk ini beneran bikin wajahku makin glowing dan sehat!,positif
530,"Gak cocok buat aku, malah bikin wajah jadi lebih berminyak.",negatif
531,"Aku masih ragu, sejauh ini belum ada efek yang signifikan.",netral
532,"Kulitku jadi lebih halus dan kenyal setelah pakai ini, pasti beli lagi!",positif
533,"Produk ini malah bikin jerawatku tambah parah, kecewa banget!",negatif
534,"Hasilnya biasa aja, mungkin butuh waktu lebih lama untuk lihat perubahan.",netral
535,"Teksturnya ringan dan mudah meresap, aku suka banget!",positif
536,"Produk ini gak bekerja di kulitku, malah bikin makin kusam.",negatif
537,"Aku belum lihat perubahan besar, tapi gak ada efek samping sejauh ini.",netral
538,"Kulitku lebih cerah dan sehat setelah pakai ini, pasti repurchase!",positif
539,Aku kecewa karena malah bikin wajahku gatal dan iritasi.,negatif
540,"Aku masih coba, hasilnya belum maksimal tapi gak ada efek buruk juga.",netral
541,"Kulitku jadi lebih glowing dan terasa lebih sehat, aku suka banget!",positif
542,Malah bikin wajahku makin berminyak dan gak nyaman.,negatif
543,"Sejauh ini kulitku lebih terhidrasi, tapi efek cerahnya belum kelihatan.",netral
544,"Aku suka banget sama produk ini, bikin wajahku makin fresh!",positif
545,"Gak cocok buat kulit sensitif, malah bikin iritasi.",negatif
546,"Aku belum lihat efek signifikan, tapi teksturnya cukup nyaman di kulit.",netral
547,"Produk ini bikin wajahku lebih glowing dan cerah, recommended banget!",positif
548,"Sayang banget, gak cocok di kulitku dan bikin breakout.",negatif
549,"Aku belum yakin, sejauh ini hasilnya biasa aja.",netral
551,Aku kecewa karena produk ini bikin kulitku jadi lebih kering.,negatif
552,"Aku masih coba, mungkin butuh waktu lebih lama untuk lihat hasilnya.",netral
553,"Hasilnya luar biasa, kulitku jadi lebih sehat dan cerah!",positif
554,"Gak sesuai ekspektasi, hasilnya gak seperti yang diklaim.",negatif
555,"Aku suka teksturnya yang ringan, tapi efeknya belum terlalu kelihatan.",netral
556,Kulitku terasa lebih segar dan terhidrasi sepanjang hari!,positif
557,Aku kecewa karena hasilnya gak sesuai dengan klaim produknya.,negatif
558,"Belum ada efek signifikan, tapi gak ada efek buruk juga sejauh ini.",netral
559,"Aku suka banget, kulitku terasa lebih lembut dan sehat!",positif
560,"Sayang banget, produk ini malah bikin kulitku lebih kusam.",negatif
561,"Aku masih menunggu hasilnya, sejauh ini belum ada perubahan yang signifikan.",netral
562,"Hasilnya beneran bagus, kulitku jadi lebih glowing!",positif
563,"Wanginya terlalu menyengat, jadi aku kurang nyaman pakainya.",negatif
564,"Aku merasa produk ini cukup oke, tapi hasilnya gak instan.",netral
565,"Aku suka banget, kulitku terasa lebih sehat setelah pakai ini!",positif
566,"Malah bikin kulitku lebih kering dan kasar, gak cocok sama sekali.",negatif
567,"Sejauh ini aku masih coba, belum lihat perubahan besar di kulitku.",netral
568,"Produk ini bikin kulitku makin lembut dan halus, pasti beli lagi!",positif
569,"Sayangnya bikin wajahku jadi lebih berminyak, aku gak suka.",negatif
570,Aku masih belum yakin karena hasilnya belum terlalu kelihatan.,netral
571,Aku suka banget! Produk ini beneran bikin kulitku lebih cerah.,positif
572,"Teksturnya terlalu lengket, kurang nyaman di kulit.",negatif
573,"Aku belum lihat efeknya, mungkin butuh pemakaian lebih lama.",netral
574,"Kulitku lebih cerah dan kenyal, aku suka banget sama produk ini!",positif
575,"Malah bikin wajahku gatal-gatal setelah pemakaian, gak cocok buatku.",negatif
576,"Sejauh ini cukup melembabkan, tapi gak ada efek cerah yang terlihat.",netral
577,"Produk ini bikin wajahku makin sehat dan glowing, recommended banget!",positif
578,Aku kecewa karena produk ini gak bekerja di kulitku.,negatif
579,"Aku belum lihat efek cerahnya, tapi setidaknya gak bikin breakout.",netral
580,"Hasilnya sesuai klaim, kulitku jadi lebih halus dan sehat!",positif
581,"Produk ini bikin kulitku lebih sehat dan glowing, aku suka banget!",positif
582,"Sayang banget, malah bikin wajahku semakin berminyak.",negatif
583,"Aku masih coba, belum lihat perubahan besar tapi teksturnya nyaman.",netral
584,Hasilnya luar biasa! Kulitku jadi lebih cerah dan lembut.,positif
585,"Aku kecewa, produk ini malah bikin jerawatku semakin banyak.",negatif
586,"Sejauh ini cukup oke, tapi efeknya gak terlalu signifikan.",netral
587,"Produk ini bikin kulitku lebih lembut dan kenyal, pasti beli lagi!",positif
589,"Kulitku lebih terhidrasi setelah pakai ini, tapi efek cerahnya belum ada.",netral
590,"Beneran bikin wajahku makin glowing dan sehat, recommended banget!",positif
591,"Malah bikin kulitku kering dan mengelupas, gak cocok buatku.",negatif
592,"Aku masih coba, sejauh ini gak ada efek buruk tapi belum ada hasil signifikan.",netral
593,"Produk ini ringan di kulit dan gak bikin lengket, aku suka banget!",positif
594,"Sayang banget, malah bikin wajahku beruntusan.",negatif
595,"Aku belum lihat efek besar, tapi kulitku terasa lebih lembab.",netral
596,Kulitku makin sehat dan cerah setelah pakai ini secara rutin!,positif
597,"Aku kecewa, hasilnya gak sesuai dengan klaim produknya.",negatif
598,"Teksturnya enak, tapi aku belum lihat hasil signifikan.",netral
599,"Aku puas banget, kulitku jadi lebih lembut dan kenyal!",positif
600,"Malah bikin kulitku iritasi, aku gak akan repurchase.",negatif
601,"Hasilnya belum kelihatan, mungkin butuh waktu lebih lama.",netral
602,Produk ini bikin kulitku terasa lebih fresh dan sehat!,positif
603,Aku gak suka karena bikin wajahku semakin berminyak.,negatif
604,Belum ada perubahan yang signifikan setelah beberapa minggu pemakaian.,netral
605,"Aku suka banget, kulitku jadi lebih halus dan glowing!",positif
606,"Sayang sekali, produk ini bikin kulitku semakin kering.",negatif
607,"Aku masih coba, sejauh ini gak ada efek buruk.",netral
608,"Produk ini membantu mengurangi kemerahan di wajahku, suka banget!",positif
609,Teksturnya terlalu lengket dan gak nyaman dipakai.,negatif
610,"Aku belum lihat hasil besar, tapi kulitku lebih lembab dari sebelumnya.",netral
611,Hasilnya beneran bikin kulit lebih cerah dan sehat!,positif
612,"Aku kecewa, malah bikin kulitku kusam.",negatif
613,"Aku belum yakin, hasilnya masih biasa saja.",netral
614,Kulitku jadi lebih glowing dan lembut setelah pakai ini!,positif
615,"Sayang banget, malah bikin wajahku makin beruntusan.",negatif
616,"Aku masih coba, efeknya belum terasa.",netral
617,Produk ini sangat membantu melembabkan kulitku sepanjang hari!,positif
618,"Wanginya kurang enak menurutku, jadi kurang nyaman pakainya.",negatif
619,"Sejauh ini biasa saja, gak ada efek buruk tapi gak ada efek besar juga.",netral
620,"Aku suka banget, hasilnya bikin kulitku lebih kenyal!",positif
621,Aku kecewa karena produk ini bikin wajahku makin kering.,negatif
622,"Hasilnya masih belum terlihat, mungkin perlu waktu lebih lama.",netral
623,"Kulitku terasa lebih sehat dan cerah, recommended banget!",positif
624,"Sayang banget, produk ini gak cocok buat kulit sensitif seperti aku.",negatif
625,"Aku masih menunggu hasilnya, sejauh ini biasa saja.",netral
626,"Produk ini bekerja dengan baik, kulitku lebih terhidrasi!",positif
627,"Malah bikin wajahku terasa lebih berminyak, aku gak suka.",negatif
628,Aku masih coba dan belum lihat efek yang signifikan.,netral
629,"Aku suka banget sama produk ini, beneran bikin kulit makin cerah!",positif
630,"Malah bikin wajahku iritasi dan kemerahan, gak cocok buatku.",negatif
632,Produk ini bikin kulitku makin halus dan glowing!,positif
633,"Aku kecewa, hasilnya gak seperti yang diiklankan.",negatif
634,"Aku belum lihat perubahan besar, tapi sejauh ini gak ada efek samping.",netral
635,"Kulitku lebih kenyal dan sehat, aku suka banget produk ini!",positif
636,Sayangnya malah bikin wajahku kusam.,negatif
637,"Sejauh ini produk ini cukup baik, tapi gak ada efek besar.",netral
638,"Aku puas banget, kulitku terasa lebih cerah dan segar!",positif
639,"Malah bikin kulitku makin kering dan kasar, kecewa.",negatif
640,"Aku masih coba, mungkin perlu waktu lebih lama untuk lihat hasilnya.",netral
641,"Teksturnya ringan dan cepat meresap, aku suka banget!",positif
642,"Wanginya terlalu menyengat, kurang nyaman dipakai.",negatif
643,"Aku belum lihat efek yang signifikan, tapi cukup melembabkan.",netral
645,"Malah bikin wajahku jadi berminyak, gak cocok buat aku.",negatif
646,"Aku masih coba, sejauh ini efeknya biasa aja.",netral
647,"Hasilnya luar biasa, kulitku makin glowing!",positif
648,Aku kecewa karena gak ada efek yang aku harapkan.,negatif
649,"Belum lihat hasil yang besar, mungkin harus rutin pakai lebih lama.",netral
650,Produk ini bikin kulitku lebih cerah dan halus!,positif
651,"Sayang banget, produk ini bikin wajahku makin kering.",negatif
652,"Aku masih coba, efeknya belum terasa signifikan.",netral
653,"Kulitku makin sehat dan cerah, produk ini benar-benar bagus!",positif
655,"Sejauh ini cukup oke, tapi aku masih ingin lihat hasil lebih besar.",netral
656,"Produk ini bikin kulitku lebih cerah dan lembut, suka banget!",positif
657,"Sayang banget, malah bikin wajahku makin kusam.",negatif
658,"Aku masih coba, sejauh ini belum ada perubahan besar.",netral
660,"Aku kecewa, hasilnya gak seperti yang aku harapkan.",negatif
661,"Aku belum lihat perubahan signifikan, tapi teksturnya nyaman.",netral
662,"Produk ini bikin wajahku makin glowing dan sehat, recommended!",positif
664,"Aku belum lihat efek besar, tapi sejauh ini gak ada efek buruk.",netral
665,"Hasilnya luar biasa, kulitku makin cerah!",positif
666,Aku kecewa karena malah bikin wajahku makin berminyak.,negatif
667,"Sejauh ini cukup oke, tapi butuh pemakaian lebih lama.",netral
668,Produk ini bikin kulitku makin sehat dan glowing!,positif
669,"Sayang banget, malah bikin kulitku iritasi.",negatif
672,"Malah bikin wajahku beruntusan, aku kecewa.",negatif
673,"Aku belum yakin, sejauh ini hasilnya biasa saja.",netral
674,"Hasilnya sesuai klaim, kulitku lebih cerah dan lembab!",positif
675,Aku kecewa karena gak ada efek seperti yang diiklankan.,negatif
676,"Aku masih coba, mungkin butuh waktu lebih lama.",netral
677,Kulitku terasa lebih fresh dan sehat setelah pakai ini!,positif
678,"Sayang sekali, gak cocok buat kulit sensitif seperti aku.",negatif
679,"Hasilnya biasa aja, gak ada efek besar.",netral
680,"Aku suka banget, produk ini bikin kulitku lebih glowing!",positif
681,"Teksturnya kurang nyaman, terlalu lengket di kulit.",negatif
682,"Aku belum lihat hasil besar, tapi gak ada efek samping juga.",netral
683,Produk ini sangat melembabkan kulitku sepanjang hari!,positif
684,Malah bikin kulitku makin kering dan kasar.,negatif
685,Aku masih coba dan belum lihat efek signifikan.,netral
686,Kulitku lebih sehat dan kenyal setelah pakai ini!,positif
687,Wanginya terlalu kuat dan kurang nyaman dipakai.,negatif
689,Produk ini beneran bikin wajah makin cerah dan fresh!,positif
690,"Aku kecewa, kulitku malah jadi iritasi.",negatif
692,"Teksturnya ringan dan nyaman, aku suka banget!",positif
695,"Kulitku makin sehat dan glowing, produk ini bagus banget!",positif
697,"Aku belum lihat perubahan besar, tapi sejauh ini cukup melembabkan.",netral
698,Produk ini bikin kulitku lebih kenyal dan segar!,positif
700,"Aku masih coba, mungkin perlu waktu lebih lama untuk melihat hasilnya.",netral
704,"Produk ini bikin wajahku lebih sehat dan glowing, recommended!",positif
705,"Sayang sekali, produk ini gak cocok buat kulitku.",negatif
707,"Teksturnya nyaman dan cepat meresap, aku suka banget!",positif
708,"Malah bikin wajahku makin berminyak, aku gak suka.",negatif
710,"Kulitku lebih cerah dan kenyal, aku suka banget produk ini!",positif
711,Aku kecewa karena malah bikin wajahku iritasi dan merah.,negatif
712,"Sejauh ini gak ada efek samping, tapi juga belum ada perubahan besar.",netral
713,Produk ini sangat membantu menghidrasi kulitku sepanjang hari!,positif
715,"Aku masih coba, sejauh ini hasilnya biasa aja.",netral
716,"Aku puas banget, kulitku terasa lebih halus dan glowing!",positif
717,Sayangnya bikin wajahku makin kusam.,negatif
719,Produk ini benar-benar melembabkan dan membuat kulit sehat!,positif
720,Aku kecewa karena produk ini bikin kulitku makin berminyak.,negatif
721,"Aku masih menunggu hasilnya, sejauh ini gak ada perubahan signifikan.",netral
722,"Hasilnya sesuai klaim, kulitku jadi lebih cerah dan lembab!",positif
723,"Malah bikin kulitku iritasi, aku gak akan beli lagi.",negatif
725,"Aku suka banget, hasilnya bikin kulit makin kenyal!",positif
727,"Sejauh ini cukup oke, tapi gak ada efek besar.",netral
728,Produk ini bikin wajahku makin cerah dan sehat!,positif
730,"Aku belum lihat hasil signifikan, tapi cukup melembabkan.",netral
731,Kulitku jadi lebih glowing dan segar setelah pakai ini!,positif
732,"Aku kecewa, malah bikin wajahku berjerawat.",negatif
733,"Aku masih coba, efeknya belum terlalu terlihat.",netral
734,"Teksturnya ringan dan nyaman di kulit, suka banget!",positif
735,"Sayang banget, produk ini bikin kulitku lebih kering.",negatif
736,"Produk ini bikin wajahku lebih halus dan kenyal, suka banget!",positif
737,"Teksturnya terlalu berat, aku kurang nyaman pakainya.",negatif
738,"Aku masih coba, belum terlihat efek besar.",netral
739,Aku suka banget karena bikin wajahku lebih cerah!,positif
741,"Hasilnya belum terlalu kelihatan, tapi cukup melembabkan.",netral
742,Produk ini bikin wajahku lebih sehat dan glowing!,positif
743,Aku kecewa karena gak sesuai ekspektasi.,negatif
744,"Sejauh ini biasa aja, belum ada perubahan besar.",netral
745,"Teksturnya ringan dan cepat menyerap, aku suka banget!",positif
746,"Malah bikin wajahku berminyak, gak cocok buatku.",negatif
810,"Aku belum yakin, sejauh ini hasilnya masih biasa saja.",netral
811,Produk ini bikin kulitku lebih lembab dan sehat!,positif
812,"Sayangnya, produk ini gak cocok untuk kulitku yang sensitif.",negatif
813,"Aku masih coba, sejauh ini efeknya belum terlalu kelihatan.",netral
814,"Aku suka banget, kulitku jadi lebih glowing dan halus!",positif
815,"Wanginya terlalu kuat, bikin pusing saat dipakai.",negatif
816,"Aku masih coba, hasilnya belum signifikan.",netral
817,"Teksturnya ringan dan mudah meresap di kulit, suka banget!",positif
818,Sayangnya bikin kulitku lebih kering dari sebelumnya.,negatif
819,Aku masih coba dan belum lihat perubahan besar.,netral
820,Produk ini bikin wajahku makin cerah dalam beberapa minggu!,positif
821,"Malah bikin wajahku iritasi, aku kecewa.",negatif
822,"Aku masih nunggu hasilnya, mungkin butuh waktu lebih lama.",netral
823,"Aku puas banget, hasilnya sesuai ekspektasi!",positif
824,Teksturnya lengket dan bikin gak nyaman di kulitku.,negatif
825,"Aku belum yakin, sejauh ini efeknya biasa saja.",netral
826,Kulitku terasa lebih lembab dan sehat sejak pakai ini!,positif
827,"Wanginya kurang enak, aku kurang suka.",negatif
828,Aku masih coba dan belum bisa kasih pendapat pasti.,netral
829,Produk ini benar-benar bikin wajah lebih glowing dan segar!,positif
830,"Sayangnya, bikin kulitku lebih berminyak dari biasanya.",negatif
831,"Aku belum lihat perubahan yang besar, mungkin butuh waktu lebih lama.",netral
832,"Teksturnya ringan dan gampang meresap, aku suka banget!",positif
833,"Produk ini bikin wajahku makin kusam, aku kecewa.",negatif
835,Kulitku makin sehat dan kenyal setelah pakai ini!,positif
836,"Sayangnya, bikin wajahku lebih sensitif dan merah-merah.",negatif
837,"Aku masih nunggu hasilnya, sejauh ini cukup nyaman dipakai.",netral
838,"Hasilnya luar biasa, kulitku lebih halus dan glowing!",positif
839,"Wanginya terlalu menyengat, bikin gak nyaman pakai ini.",negatif
840,"Aku belum lihat perubahan signifikan, tapi tetap nyaman digunakan.",netral
841,Produk ini sangat membantu menjaga kelembaban kulitku!,positif
842,"Malah bikin kulitku gatal dan iritasi, gak cocok buatku.",negatif
843,"Aku masih coba, mungkin butuh lebih lama untuk lihat hasilnya.",netral
844,Kulitku terasa lebih sehat dan segar setelah pakai ini!,positif
845,Teksturnya terlalu kental dan susah meresap di kulit.,negatif
846,"Aku belum yakin, sejauh ini efeknya belum terlihat jelas.",netral
847,Aku suka banget! Produk ini bikin wajah lebih glowing dan sehat!,positif
848,"Sayangnya, bikin wajahku makin berminyak.",negatif
849,"Aku masih menunggu efeknya, sejauh ini cukup melembabkan.",netral
850,Produk ini benar-benar bikin kulit lebih fresh dan sehat!,positif
851,"Wanginya terlalu kuat, bikin gak nyaman dipakai.",negatif
852,"Aku belum lihat hasil yang signifikan, mungkin butuh waktu lebih lama.",netral
853,"Teksturnya ringan dan enak dipakai, aku suka banget!",positif
854,"Sayangnya, bikin wajahku lebih sensitif dan mudah merah.",negatif
856,"Aku puas banget dengan hasilnya, sesuai klaim!",positif
857,"Teksturnya lengket dan susah meresap, aku kurang suka.",negatif
858,"Aku belum lihat efek besar, tapi sejauh ini cukup oke.",netral
859,Kulitku lebih lembut dan cerah setelah pakai ini!,positif
860,"Malah bikin kulitku makin kering dan kusam, aku kecewa.",negatif
862,Produk ini sangat membantu kulitku tetap lembab seharian!,positif
863,"Wanginya terlalu menyengat, bikin gak nyaman dipakai lama-lama.",negatif
864,"Aku masih nunggu hasilnya, sejauh ini belum ada perubahan besar.",netral
865,Aku suka banget! Kulitku lebih kenyal dan segar!,positif
866,"Sayangnya, bikin wajahku lebih berminyak.",negatif
867,"Aku belum lihat hasil signifikan, tapi tetap nyaman dipakai.",netral
868,Produk ini bikin wajahku lebih cerah dan sehat!,positif
869,Teksturnya terlalu tebal dan lengket di kulit.,negatif
870,"Aku masih coba, efeknya belum terlalu terasa.",netral
871,"Hasilnya luar biasa, kulitku makin halus dan lembut!",positif
872,"Wanginya kurang cocok buatku, terlalu menyengat.",negatif
874,Produk ini bikin kulitku lebih glowing dan segar!,positif
875,Sayangnya bikin wajahku lebih kering dan kusam.,negatif
877,Teksturnya ringan dan nyaman digunakan!,positif
878,Malah bikin kulitku lebih sensitif dan merah.,negatif
879,"Aku masih coba, sejauh ini gak ada efek samping.",netral
880,Aku suka banget! Kulitku makin cerah dan lembut!,positif
882,Teksturnya terlalu berat dan lengket di kulitku.,negatif
883,Aku masih coba dan belum bisa lihat hasilnya dengan jelas.,netral
884,"Wanginya lembut dan menenangkan, suka banget!",positif
885,"Sayangnya, bikin wajahku semakin berminyak dan kusam.",negatif
886,"Aku masih belum lihat efek signifikan, mungkin butuh waktu lebih lama.",netral
887,Kulitku jadi lebih halus dan cerah setelah rutin pakai ini!,positif
888,"Malah bikin kulitku iritasi dan merah-merah, kecewa banget.",negatif
889,"Aku masih coba, sejauh ini cukup nyaman di kulit.",netral
891,"Wanginya terlalu kuat, bikin pusing setelah beberapa saat.",negatif
892,"Aku belum lihat hasil yang jelas, tapi tetap nyaman dipakai.",netral
893,"Hasilnya luar biasa, kulitku lebih sehat dan kenyal!",positif
894,"Sayangnya, bikin kulitku jadi lebih kering dari sebelumnya.",negatif
895,Aku masih coba dan belum bisa kasih review pasti.,netral
896,Produk ini bikin kulitku lebih lembut dan cerah!,positif
897,"Teksturnya terlalu tebal dan susah meresap, aku kurang suka.",negatif
898,"Aku masih menunggu hasilnya, sejauh ini cukup melembabkan.",netral
899,Produk ini sangat membantu menjaga kelembaban kulitku seharian!,positif
900,"Wanginya terlalu menyengat, bikin kurang nyaman dipakai.",negatif
901,"Aku belum lihat perubahan besar, mungkin butuh waktu lebih lama.",netral
902,"Hasilnya sesuai klaim, kulitku lebih glowing dan sehat!",positif
903,"Malah bikin wajahku makin sensitif, jadi gak cocok buatku.",negatif
905,Produk ini benar-benar bikin kulitku lebih fresh dan kenyal!,positif
906,"Teksturnya terlalu berminyak, bikin kulitku gak nyaman.",negatif
908,"Aku puas banget dengan hasilnya, sesuai ekspektasi!",positif
910,"Aku masih coba, sejauh ini efeknya belum terasa.",netral
911,Kulitku lebih sehat dan cerah setelah pakai ini!,positif
912,"Sayangnya, bikin wajahku makin kusam dan berminyak.",negatif
913,"Aku belum lihat perubahan besar, tapi tetap nyaman digunakan.",netral
915,Malah bikin wajahku makin kering dan terasa ketarik.,negatif
916,"Aku masih nunggu hasilnya, sejauh ini cukup oke.",netral
917,Produk ini bikin wajahku lebih glowing dan segar!,positif
918,"Wanginya terlalu kuat, bikin gak nyaman dipakai lama-lama.",negatif
919,"Aku masih coba, mungkin butuh waktu lebih lama untuk lihat efeknya.",netral
920,Aku suka banget! Kulitku makin lembut dan sehat!,positif
921,"Sayangnya, bikin wajahku jadi lebih sensitif.",negatif
923,"Hasilnya luar biasa, kulitku makin cerah dan halus!",positif
924,"Teksturnya terlalu berat, kurang nyaman dipakai sehari-hari.",negatif
925,Aku masih coba dan belum lihat hasilnya dengan jelas.,netral
926,"Produk ini sangat melembabkan, cocok banget buat kulit kering!",positif
927,"Malah bikin jerawatku makin parah, aku kecewa.",negatif
928,"Aku masih coba, mungkin butuh waktu lebih lama untuk melihat hasilnya.",netral
929,Kulitku makin sehat dan segar setelah pakai ini!,positif
937,"Aku belum lihat efek besar, tapi sejauh ini cukup nyaman digunakan.",netral
