comment,label
gaada di kotak,Negatif
gampang diserap pada kulit kering dan bagus .:thumbs_up::thumbs_up:,Positif
"tekstur:lembut cocok untuk:makeup performa:bagus pakingan rapi,sesuai pesanan..",Netral
maap kasi bintang 3 abis lama banget pengemasanya sampe 1 minggu bkin nyesek nya lagi makin ksana harganya makin turun co d harga 104 trs psanan blm d kirim pas d kirim harganya lg d 94 tau gtu g ush buru2 co huhu soanya emang sikon udh lagi abis aja,Netral
barang oke tp pengiriman lama,Netral
kualitas barang baik..tapi pengemasan dan pengiriman sangat lama..jadi untuk pembeli yang ingin menggunakan barang ini buru buru tdk disarankan belanja dr toko ini..,Netral
"jelek bangettt masa gak ada bagian atas nya, ini asli gakk jangan jangan daur ulang",Netral
krn pengiriman tdk sesuai diskripsi pesanan,Negatif
"pesen kamis sampe rumah hari senin sore. hmmm, lama ya. thx seller, smg cocok",Positif
"barang datang selamat sesuai pesanan, semoga warnanya cocok dan tahan di kulit",Positif
"harga:pas d kantong khasiat:baru ciba jd lum tw,, semoga cocok maaf saya kasih bintang 2,,soal ya kardus ya pada peyok,,,, seperti d lihat d poto kardus ya g berbentuk,, untung isi ya bukan barang pecah belah",Negatif
gangerti banget kenapa merasa ketipu bgt dah isi nya gue ngerasa kyk dikit bgt trs itu gagal refill nya jd rugi bangettt gangerti kenapa bisa keluar dari bawah nya itu kesel pake bgt mana mahal,Negatif
"dengan harga segini kualitas ya sebanding, tp cepet bgt ilangnya/oksidasinya, sangat amat powdery sekali",Netral
agak worry sebenarnya ini asli atau sudah diganti sama org isinya. karna diterima dalam keadaan sudh terbuka gini. dalemnya pun langsung produk sudah dalam keadaan terbuka. terlebih lagi produk tidak ada segelnya jd gak tau apakan produk ini memang benar dari toko atau sudah dikurangi isinya pada saat proses pengiriman.,Netral
digambar free micelar water nya pas dtg cuma mascara nya aja kirain beneran dpt,Negatif
tidak sesuai pesanan pesen 2 dengan no berbeda tspi barang no sama .,Negatif
"belum tau baru nyoba, paket lama bgt dikirimnya dan semoga cocok dimuka ku.. nanti setelah pemakaian terlihat lebih baik ku ubah bintangnya yaa",Negatif
kalo cocok nanti beli lagi,Positif
agak kecewa tutup nya tumpah lagi,Negatif
"dibanding brand lain, blp cukup straightforward memberikan info tentang kombinasi dan tone produk sehingga memudahkan pembelian online. tidak kering di bibir dan produk c... ",Positif
cocok untuk:kulit kering tekstur:lengket,Positif
pas bgtttttttt punya ku hbs terus ada flash sale kmrn wkwkkk,Positif
"akhirnyaaa yg ditunggu dateng juga. pemesanan sebelumnya dibatalkan otomatis karena gk dikirim2 sampai tenggat waktu :loudly_crying_face:. ini pembelian kedua, tapi sebelumnya varian orange crush dan bener2 ampuh mengatasi bibir kering asal rajin dipakai tiap hari. yg varian melon ini belum dibuka aja tutupnya aroma melonnya udah kecium. semoga sama2 ampuhnya yaa btw saya cuma beli satu produknya, ukurannya kecil pula, tapi pengemasan dan kardusnya besar dan bagus. mantap makeover ♡",Positif
"warnanya kurang suka, terlalu oren dan terang",Netral
"paket diterima dalam keadaan rusak, night cream segelnya juga sobek",Netral
"oksidasi nya parah bgt. ini shade granola, garis item yang baru diswatch dan garis ijo setelah 15-20 menit. lebih baik desc shade nya diganti, granola itu untuk cool undertone, ga masuk sama sekali buat neutral undertone, karena dia pas dipake diwajah ada hint pinkish nya, buat yg skintonenya light to medium dan neutral undertone bakalan abu-abu, karena skintone dan undertone aku itu. ini honest review gaada maksud menjatuhkan produk, thanks.",Negatif
tekstur:cream daya serap:lumayan efektivitas:lumayan saya pikir gk ad bauny tapi pas sudah sampai masih ad bauny,Netral
kemasan:dengan kemasan baru. pengalaman penggunaan:tekstur cair dan ringan di aplikasikan ke wajah.,Positif
"packaging nya bagus, cuma isi nya kok kaya agak kering ya kaya sedikit,",Netral
"daya serap:menggumpal putih2 saat diusap ke wajah tekstur:krim tidak lengket tingkat kelmbaban:lumayan perlu diperbaiki deh formulanya supaya pada saat diolesin ke wajah, krim tidak menggumpal/peeling. jadi merasa sia2 diolesin karna akhirnya rontok juga padahal dah berusaha olesinnya pelan2. night cream yg not recommended :expressionless_face:",Negatif
isi sedikit seperti kosong!,Negatif
packaging rapih cuma pengirimannya saja lama sekali hampir seminggu biasanya cepet,Positif
"to be honest aku kecewa banget sama azarine. beli lip cream yg bundle karena photocardnya. sebelum beli aku tanya dulu ke admin buat make sure dan kata mereka akan dapat free photocard (kalian bisa check di foto yg aku ss). ternyata pas datang ngga dapat. karena aku percaya dengan adminnya and i was so excited when the package came my mistake lupa video proses unboxingnya. in conclusion, you guys gotta be careful pas beli lip cream yg bundle. dont believe kalo akan dapat photocard. untuk adminnya juga please check dulu ketersediaan barangnya sebelum kasih info. ngga nyangka akan sekecewa ini. bye bye azarine.",Negatif
"brand baru exist tapi udah bikin kecewa… saya ga bikin video unboxing, karena percaya2 ajaaa, masa brand belum lama masuk sudah bermasalah… yg dikirim malah barang yg leb... ",Negatif
"sesuai pesanan, produk ori.",Positif
eyeliner nya kering gak bisa dipakek,Negatif
tekstur:buruk cocok untuk:bibir performa:buruk tidak bagus mudah luntur,Negatif
"bukan kurirnya yang lambat tetapi proses pengirimannya sangat mengecewakan alias lambat, standar pelayanan maksimal yang diterapkan, lain kali diperbaiki pelayanannya don... ",Negatif
"barang original, tp isi nya setengah nya di tutup nya, tp gpp lah ..",Negatif
produk sesuai. tapi belum saya coba. semoga tidak bermasalah dengan kulit saya.,Positif
ini packaging nya bnr gk sih?,Positif
claimnya sih menurut saya ga ada yang sesuai. cat nya luntur. gagangnya miring dan kurang mantep posisinya di kelopak mata sehingga kurang maksimal ngejepit bulu matanya . baru kali ini kurang cocok sm product luxcrime sayang padahal lucu bgt warnanya,Netral
"warnanya bagus2 semua dgn harga yg sangat terjangkau.. untuk respon sangat cepat, pesan kemarin siang hari ini barang sampai tujuan dan dibungkus dgn sangat rapih pake bu... ",Positif
b aja kecil bgt untung dpet diskon,Netral
warna pada gambar (katalog) tidak sama dengan warna aktual. sungguh jauh berbeda. saya kecewa.,Negatif
isinya kering atau memang habis?ga penuh.,Negatif
cantik bngtttt packaging nyaaaaa semoga shade nya pas dimuka ku,Negatif
"wangi:enak kemasan:bocor pengalaman penggunaan:belum tau sumpah kecewa banget dateng” kardusnya basah, dan bener pas dibuka isinya berkurang",Positif
eyelinernya bagus tapi tutupnya gampang lepas aplg jika ditaruh ditas make up. eyeliner jd kering.,Netral
paket telah diterima dengan baik dan terima kasih untuk bonus lip cream nya,Positif
sudah langganan pk produk ini,Positif
"udh responnya lama, pengirimannya lama, ada barang yg kosong gk konfirmasi, di chat gk di bles, giliran di komen di live baru di respon, mengecewakan gk lgi"" deh.",Negatif
tutupnya longgar seperti sudah dibuka dan isinya banyak berkurang,Netral
sedih bgt pas dtg ky ginii huhuhu,Negatif
"teksturnya seperti facial foam pd umumnya tapi bau nya sangat ga enak, menyengat seperti lilin:thumbs_down_light_skin_tone::thumbs_down_light_skin_tone:",Negatif
performa:pecah cocok untuk:pecah tekstur:pecah pecah. paking nya gak aman. gak mau lagi beli disini. percuma gak kepake,Negatif
gak sesuai gambar warna ny,Netral
tone cantikkk karena dipakai org cantik,Positif
tekstur agak lengket. mudah nyerepny. ini pembeli yg ke 4 kali. suka sama serumnya,Positif
barang sesuai pesanan. baru dicoba malam ini. semoga ngefek di jerawat bulanan sy,Positif
tadiannya d cancel krna proses respon lambat( prosesnya lm):folded_hands: akhirnya datang juga ok deh trmks,Positif
warna tidak sesuai dgn iklannya,Netral
"ternyata mimin salah kirim alamat hadeh jd nyasar deh.. tolong diperbaiki lg ya service nya, saya jd ribet sndiri ngurus nya nih. makasih.",Netral
"sedikit kecewa karena pesan 3 pcs warna medium, tapi yg dtang cuma 2, yg satu lagi bukan warna medium :thinking_face: tp gpp masih kepake jg, lain kali tlong admin teliti lagi, trmakasih untuk bonus hadiahnya",Netral
"maaf banget kecewa karna tonernya ga ada padahal paket glowing udh lengkap dg toner, tapi toner tidak dikirim:folded_hands:",Negatif
"baguslah ya namanya juga innisfree, gua cuma cocok pake innisfree soalnya",Positif
"pengganti barang tanpa konfirmasi, pengemasannya lama",Netral
"tekstur:belum dicoba semoga cocok, kemasan bagus",Negatif
baunya enak bgttt dan tahan lama. tapi efek ke kelembutannya gak terlalu kerasa,Netral
bagus pecah,Negatif
gak di kasih free giftnya..,Negatif
"buy 1 get 1 tapi produk yg dikirim hanya 1, tidak ada freenya. packing sangat buruk, samponya tumpah 1/4 botol karena tutupnya tidak rapat, bubble wrap penuh dgn sampo sampai mengalir ke kardus. untungnya dapat harga promo, kalo beli harga normal pasti sudah saya ajukan pengembalian dana. mohon diperhatikan lagi untuk packingnya.",Positif
"masih worthit yg acne ijo huhuhu ini kebuka dan mleber gitu di ttupnya:""",Negatif
"pengiriman lama dan tidak sesuai dengan yang dijanjikan. bahkan dari catatan, kurir melakukan pick up beberapa kali namun barang belum ready. menurut saya, setelah diguna... ",Negatif
"katanyaa free beuty spons, tapi pas datang ga ada.",Negatif
warna:ancurrrrrr.. sangat menegecewakan ancurr,Negatif
"penjual diam saja ada barang yang kosong, di komplain dulu ""barang yg datang kurang"" baru diinfokan kalo ternyata gk dikirim karena kosong. harusnya di chat terle... ",Negatif
"kandungan:⁸ produk nya bagus tp cleanser salah satu botol cleasernya nya tumpah lumayan banyak karna tutup nya itu tidak di putar sampai kenceng, jadi pas saya buka itu licin banyak gel sabun nya tumpah. mohon respon baik nya safi.",Negatif
baru coba semoga cocok utk wajah sensitifku ini,Positif
"barang sampai, cuma pc nya udah gak ada, liat kondisi kotaknya seperti habis dibobol gitu, ada sobekan di samping atas, dan bagian bawah seperti double selotip abis bekas... ",Netral
tekstur:baik pigmentasi:baik warna:baik highliter nya ancur kecewa banget trus dikasi bubble wrap nya tipis banget pdhl ke kalimantan :(,Negatif
parah bangeet gaesss.entah salah siapa gak tau juga. kecewa sii,Negatif
kecil banget.. dipake unutk eyeliner jadi gampang patah... apa saya yg salah pakai yaaa,Positif
"tekstur:kental performa:blm coba semoga cocok bocorr shayy, merembes di sekitar tutup luarnya dan trnyata dalamnya jga (yg merah”) itu gtau knpa wrna merah :)",Netral
"produk sesuai, packing aman rapi cmn sayang penjualnya lelet pesan dah 4 hari baru d kitim,yg seharusnya dah sampai jadi 1 minggu .",Negatif
"tidak ada efek samping di kulit saya yg sensitif, manttab",Negatif
salah belii hdeuhh malah yg ulthain fiber niat maskara biasa,Negatif
"sesuai hrga promo.. dan barang sampai dgn aman, mksh buat mas kurirr..:smiling_face_with_smiling_eyes:",Positif
"1 bedak dtg, kurang 1 bedak lagi... gak tau mana yg salah dari orderan nya... gak bisa komplain lagi, krn lupa bikin video unboxing nya, krn saya percaya aja dikira tidak ada masalah dengan barangnya, kan udah sering beli di tokonya... :(",Negatif
eyeshadow nya ancurrr:loudly_crying_face::downcast_face_with_sweat:,Netral
selalu pakai produk dari revlon. selalu memuaskan & cocok di kulit sensitif saya,Netral
"tekstur:ok warna:cocok di kulit ketebalan:b aja jujur agak kecewa dengan asli nya. packing aman paket juga cepet di anter tp bedak nya di aku bikin jerawatan dan coverage nya ga secover yg ada di review orang orang, nice try",Negatif
"warna nya lucuu bangett, tapi sayang baru datang kondisinya udah kaya gitu aga kecewa sihh:loudly_crying_face::loudly_crying_face:",Negatif
baru pemakaian 2 hari malah bruntusan parah:loudly_crying_face::loudly_crying_face::crying_face:,Negatif
"paket hancur , dus penyok, hand sanitizer tinggal 1/4 karna bocor:thumbs_up_light_skin_tone:",Negatif
dapet shade ini secara cuma2 a.k.a gratisss. warnanya tipikal pink gituu kalo dipaake sendiri tapi ga makeup full agak kaget sih. akhirnya coba diombre. dan hasilnya cakepppp banhett ya allah. freshhhh sekali,Positif
banyak banget bonus nya,Positif
tutupnya retak,Negatif
"belum tau hasil nya karna baru mau coba,tapi pengiriman agak lama yah:folded_hands: terima kasih seller",Netral
"kenyamanan:- efektivitas:- kualitas:- saya beli satu paket step 1 & 2, yang dikirim step 2 semua. sudah saya chat admin shopee dan admin whatsapp untuk urus tapi sudah satu minggu tidak ada tindakan chat saya hanya dibaca saja, semoga kedepannya bisa lebih teliti lagi untuk pengiriman produk dan pelayananannya semoga bisa ditingkatkan",Negatif
"tekstur:agak padat cocok untuk:bibir kering kak maaf ya pas sampe , tutup nya kebuka jadi udah tumpah isi nya jadi cuman sedikit mohon di tingkat baik kan lagi membungkus nya biar pembeli tdk kecewa terimakasih sayang nya saya tdk ada vidio inboksing nyk lupa ngevidio in , lipstik nyk pun udah abis",Negatif
cocok untuk:kulit wajah performa:bagus tekstur:lembut,Positif
jelek kering buat bibir retak,Negatif
cantik bnget gak nyesel belinya saya lilih no 10 kurirnya juga ramah:beaming_face_with_smiling_eyes:,Netral
"barang ga sesui, tidak ada highlighter, dua duanya bronzer",Negatif
"kualitas:dis gus ting worse, nothing else to say. only got that word in my dictionary.",Negatif
mudah dipakai,Positif
the worst official store i ever met!! balas chat 2hari kemudian kemas pesanan 5hari kemudian,Negatif
menyebalkan,Negatif
"beli pas lg sale 17an jadi muraah banget hehe. pigmented bgt, lightweight dan nyaman gak berasa kek pake lip product",Positif
"manfaat:untuk make up prep efek:matte (mengunci make up supaya tahan lama) tips pengguna:sebelum apply fondation pengirimannya cepat dan paket dalam kondisi aman, check out saat live jadi dapet diskon. thks seller",Positif
pengiriman nya super duper lama banget seminggu baru sampe. co tgl 11 mei dtg 17 mei :face_with_tears_of_joy: tp di kasih free pembalut,Positif
prngiriman sangat lambat kesal belanja di sini,Negatif
sangat bagus packingnya juga rapih :thumbs_up::thumbs_up:,Netral
"barang tdk ada dikotak pengiriman ,blm diterima",Negatif
kecewa karna produk pecah sampai tujuan,Negatif
kemasan packing nya rapi . pas dibuka lipstik nya copot begini . gak bisa dipake . lain kali sebelum dikirim cek dulu keadaan fisik dalem lipstik nya . harga memenag ga seberapa . tapi kecewa .,Negatif
top banget langganan,Positif
terlalu lama proses pengiriman,Negatif
"barangkali ada yg mau ambil belum di coba samasekali salah masukin keranjang, barangkali ada yg mau ambil 60k 2 gas aja dm shopee",Positif
tahan 2-3 jam outdoor,Positif
"teksturnya lebih mirip seperti gel, semoga cocok",Positif
"bungkusnya gini bgt gak disolasi dgn baik, syukur gak hilang produknya :weary_face:",Netral
barang gak ada di paket,Negatif
agak kecewa karna bedaknya pecahhh!!! kalok pecah gini trus gmna ya?,Negatif
"the best banget beli disini, banyak diskonnya, pengirimannya huga cepet banget, auto langganan sih inj",Positif
pecah tutupnya,Negatif
"cocok untuk:rambut tekstur:cair performa:tidak tahu kecewa ukurannya tidak sesuai dengan deskripsi, katanya 450ml shampoo dan 165ml conditioner, eh yang dikirim 410ml shampoo dan 155ml conditioner",Negatif
"barang recomended, tapi pelayanannya luamaaaaaaaaaaaaaaaa",Positif
bagus banget serius,Positif
"tekstur:lembek performa:baik pas dibuka malah patah, untung bisa disambunh lagi. sayang banget",Negatif
barang sudah sampai .. pengemasan dan pengiriman aman... semoga cocok dengan saya..,Positif
warna yang dikirim salah!!! kebiasaan ga di periksa lagi sebelum pengiriman. giliran pengembalian/tukar susah banget!!!,Negatif
profil kecantikan:bagus pengalaman penggunaan:baik tips pengguna:gatau,Positif
"agak kurang ngaruh di acne ku. mungkin beda kulit yaa, karena temenku yang rekomendasiin ini katanya cocok ampuh banget. ngga ada salahnya dicoba kok :)",Positif
performa:kurang rapet jadi ga kena bulu matanya cocok untuk:bulu mata jujur produk nya bagus cmn kaya ga pas gitu sisirnya jadi ya ga kena bulmatnya,Netral
warnanya baguss,Positif
performa:baik tekstur:cair sudah sampai paketnya terima kasih..wanginya aku suka sukses terus.,Positif
"kok produknya blm bpom, tapi dsitu d blg bpom. aman ga itu?",Negatif
warna nya terlalu gelap. foto2 shade yg ditampilkan tidak mewakili warna aslinya.,Negatif
tekstur:lembut ringan performa:bagus cocok untuk:semua jenis kulit,Negatif
akhirnya yang di tunggu datang juga terimakasih semuanya,Positif
padahal mau sheet masknya malah dapet bundle yg make up remover,Negatif
performa:bagus utk kulit tekstur:foam cocok untuk:kulit sensitif baru beli lagi setelah pemakaian yg sebelumnya ( old version ) produk ini memang bagus utk muka saya...,Positif
"kalau aku pakainya barengan micellar water, jd so far oke, ga breakout juga",Positif
"dpt tester juga,,, terima kasih",Positif
"tips pengguna:gatau pengalaman penggunaan:mengecewakan kemasan:bagus gacocok di aku, malah nimbulin jerawat, trs pas ditotol ke jerawat ga ngefek apa apa cma bikin dingin doang",Negatif
"kecewa krn tulisanya bakal dapet free gift, ternyata engga dpt , pas di komplain alesannya banyak bgt padahal yg bikin beli produk ini krn pengen giftnya pengirimanya jg lama mengecewakan",Negatif
sunpah kecewa banget.! saya pesen yg 210 kok di kirim 05 kan gak ke pake udah nunggu nunggu malah yg di kirim gak sesuai warnanya,Negatif
"teksturnya ringan , cepet meresap tp blm tau akan tahan lama atau engga",Positif
"bahan cocok dengan kulit saya , sudah pake produk ini ber tahun2 , tahan lama",Positif
"pengiriman luar biasa lama, dan barang yg dikirim tdk lengkap tanpa ada konfirmasi",Negatif
"pesan 5 tp yg datang 4, katanya mau dikembalikan dananya tp gajadi jadi hehe. kecewa sih",Negatif
"pengiriman cepat sekali, tapi kok saya ga menerima free gift pembelanjaan nya ya? memang selama persediaan masih ada sih… tapi sampai sekarang free giftnya masih jadi ikl... ",Netral
"fragrance:oke usage experience:bagus beauty profile:oke aku sih cocok ya pakai ini. bikin wajah ga kering, jadi tetap lembut. bersihin kotoran juga cepet.",Negatif
"aplicatorna agak kebesaran untuk mata saya, murah diaplikasikan, warna bold saat digunakan. terima kasih",Positif
"jujur ya efektifitas biasa saja, cenderung seperti toner. calming sih iya. tolong kalau serum jangan terlalu encer karena kalau diaplikasikan suka muncrat lari kemana2. a... ",Netral
packaging ga aman cm plastikk doang dannn produknya jg kotorrr bgt luarnya,Negatif
pengiriman sangat lama.,Negatif
"efektivitas:biasa tekstur:cair kandungan:ga tau kesal udah jelas diaplikasi cuman varian yuzu masa dikasih cucumber , emang bisa dibalikkan tp kan repot apalagi klo lokasi nya jauh..",Negatif
"padahal cuma pesen satu biji doang, udah kecil, membership gift lagi tapi tetep dipesen dongg. makasih banyak ya hehe. next time pasti order kok",Positif
warnanya gak keluar sesuai harapan..rambut msh keliatan hitam padahal di cat ke 2x. suka nourishing mask nya. rambut jd gak kering biarpun sdh cat 2x.,Netral
"baru smpe lipbalmnya langsung nyangkut di ttupnya dan itu pun patah""",Negatif
sudah habis 2 tube dan ini order ke 3. sengaja pakai ini untuk wajah / tangan dan kaki. untuk wajah gunakan pelembab wajah (saya pakai pelembab viva green tea) baru pakai... ,Netral
performa:ok cocok untuk:alis tekstur:pensil cucok cepet meluncur dapat potongan setengah harga dr live makasih shopee maakasih seller paket sudah di terima dgn baik exp masih lama mantapppp,Positif
tekstur:baik performa:baik cocok untuk:baik baik,Negatif
"kemasan:kemasan menarik wangi:madu profil kecantikan:- ngga guna,, coba di ketiak, di kaki dan selangkangan,, cuma kecabut dikiiittt banget. nyesel belinya.. numben somethinc productnya ngga bagus. pake stripnya dari aslinya malah ngga kecabut sama sekali,, giliran pake strip waxing lainnya lumayan adalah tipis,,",Negatif
"packingannya parah banget ga dipakein bubblewrap, kotaknya jebol. untung isinya ga pecah.",Netral
terimakasih barangnya sudah sampai di tempat tujuan ya. makasih,Netral
"dateng2 powder nya pecah, box gatau dah meleyot kek apa. parah bener packingnya. kalah banget cara packing shoppe mall sma seller biasa. bubble wrap pelitnya luar biasa.. jera banget belanja shoppe mall",Negatif
tipis si enak tapi gatel pakainya,Negatif
"packaging:oke usage experience:masih lama tapi barangnya palsuu, saya kira beli di mallnya azarine langsung bakal dapat yang asli ternyata saat di cek barcode gaada barangnya dan isinya juga bukan gel bening kek biasanya. kecewa lah sama produk azarine. ini yang terakhir beli azarine.",Negatif
pesan nya amazing nude dan passion peach. dikirimnya amazing nude 2 buah. :face_savoring_food:,Netral
luber kemana mana :loudly_crying_face:,Netral
"pertama kali beli , pengemasan aman pake bubble wrap tebel . makasihh",Positif
"produk yg dikirim kurang , seharusnya free eyeliner , udh ajukan pengembalian tp respon lama bnget ,,, nyesel beli di officialnya kirain beneran ada eyelinernya ternyata zonk",Negatif
kering bgt dibibir aku walaupun udah pakai lip balm. trus gampang ilang buat minum aja nempel. maaf bgt ya bagusan merk lain yang harganya lebih murah dari ini tapi wort it bgt buat minum jg gk ninggalin bekas:folded_hands_light_skin_tone:,Netral
the best:red_heart::rose::crown:,Positif
penjual beralamat di jakarta selatan. tapi ternyata barang dikirim dari tegal jawa tengah. dan hal ini tidak diinformasikan dari awal.,Negatif
"tidak dikirim sunscreamnya, syng bgt ga bsa claim karna suami lupa video pas unboxing. lain kali diharapkan lebih teliti lg.",Negatif
"kecewa, kecewa, kecewa",Negatif
barang datang sesuai pesanan dipakainya langsung menyerah dikulit dan terasa banget nyaman dipakai nya terima kasih,Positif
pecahhhh isinyaaa yaaa kaga bisa kepake hadehhhh nasebbbb,Negatif
manfaat:untuk angkat sel kulit mati..angkat komedo..exdoliating toner. baru pakai 2x.. karna seminggu pakainya hanya 2 sampai 3 kali. cocok di kulit saya.. tidak jadi jerawatan.. habis pakai toner ini.. kulit wajah rasanya adem dan halus. lanjut paka serum dan pelembab lagi.,Positif
sudah beberapa kali beliin ini untuk anak warnanya bagus” dan bisa dikelupas terimakasih seller,Positif
barang selamat..tp belum sempat di pakai msh habisin prodak lama dl..nanti di ulas kembali.. maaf ksh bintang 3 dl.,Netral
"texture ringan ,warnanya pink soft ,setelah diaplikasikan jadi pink alami ,cantik",Positif
pengiriman cepat,Positif
kok yg di pesan sama yg datang .ga sesuai yaaa sama pesenan saya. ...tolong diperhatikan ini..saya kecewa..saya pesanya two way cake tp kok yg datang cuma refilnya saja.bagaimana ini yaa...pertanggung jawabannnya?,Negatif
udah dibatalkan tetep dikirim terus pengiriman nya super duper lamaaaaaa padahal ke jaksel doang :expressionless_face:,Negatif
enaaaak tapi ga sehalus pake sunsilk. tapi enak banget ini asli,Positif
udah 2kali beli cocok bgt sama sunscreen+ facewashnya:sparkling_heart::sparkling_heart::sparkling_heart:,Positif
"baru dibuka ko kering gini, hmmm",Netral
"ko ga ada grtaisn nya.. pdhal ada tulisn nya jelas"" free remover.... ko bisa gitu ya gmn ini:woman_facepalming:",Netral
sangat baik:red_heart::red_heart:,Positif
yg dkirim bukan yg spf 30 malah yg uv.. hikss:smiling_face_with_tear:,Negatif
bagussss,Positif
kurang ajar ni toko... masa pesan beda²...d kirim 3 sama semua.... ga pake otak...!!!,Negatif
sudah 2 kali saya pesan disini dan selalu datangnya sudah rusak dan hancur.,Negatif
"admin menulis format penerima tdk sesuai pesanan, alhasil brg sy tercecer krn salah input nama penerima. lain kali tlg diperhatikan ya, kan semua jelas tertera di format pembelian. thx",Negatif
"saya minta no 380 y datang malah no 25 giman sih ini gak di cek dlu apa pas pengiriman,. kan warna nya jadi gak sesuai,.",Negatif
serum rambut sudah kuterima. mendarat dengan aman. produk baru. kualitas mantap. terima kasih,Positif
"kenapa datengnya jadi hancur gini, kecewa bngt. bisa di retur gak ini ya?",Negatif
"wanginya enak, kulit jadi lembab :thumbs_up:",Positif
cocok untuk:biasa aja tekstur:lembut performa:tidak tahan air dan di lap aja langsung ilang pensil alisnya ngga waterproof pas dicoba di lap aja ilang udah aku tunggu setengah jam tetep dilap pelan ilang ... pink flash mah agak boong dari eyelinernya juga aku beli luntur.. yg jujur donk jualannya,Negatif
aromanya ga enak:face_vomiting::face_vomiting::face_vomiting:,Netral
"barang sesuai pesanan, packing sangat baik, good seller",Positif
kasih bintang 3 karna ada masalah di pihak pengirimannya. untung barangnya gak kenapa-kenapa.,Netral
pengiriman lewat dari estimasi,Netral
produk yg diterima seperti ini :loudly_crying_face:,Negatif
performa:agak cpt ilang y,Positif
"wangi oke, packing oke, respon dan pengiriman cepat mantap. recommended",Positif
makasih banyak ka smeoga makin sukses yaaaa!!!!!!! barang diterima dengan kondisi sangat baikkk,Positif
belum di coba,Netral
manfaat:mengangkat sel kulit mati wangi:biasa aja kemasan:aman sekali lama kali ngirimnya,Netral
bubble wrap hanya satu lapis?,Netral
"begitu d buka dus kemasannya, kaget karena serumnya tidak tertutup rapat, bahkan ada serum yg tumpah...mau komplain ga ada video unboxingnya...mudah2an tidak mempengaruhi... ",Netral
"warna:lumayan tekstur:hancur pigmentasi:kurang nempel packingnya kurang bagus, bubble wrap nya dikit jadi dalemnya ada yang ancur gini",Negatif
"tumpah-tumpah sampe sisah setengah tonernya, udh sering beli baru kali ini kaya gini jadi aga kecewa deh",Negatif
"tidak sesuai dg iklanny, boro” nempel trs bntukny aj ga neraturan alisny.kecewaaaa",Negatif
"warnanya bagus, tapi sayang pecah yang warna paling baguss",Negatif
pesanan sesuai,Positif
tidak dapt cashback bff 50rbnya. kok gini yaaaa????,Negatif
tekstur:cair performa:gak cocok cocok untuk:gak cocok gak berkurang rontoknya.malah tambah banyak rontoknya,Negatif
begitu dipake makan ilang tak tersisa :',Positif
belum dicoba semoga cocok,Positif
manfaat:belom tau pengalaman penggunaan:rada kecewa profil kecantikan:perdana nyobain barang pecah saat di terima entah kesalahan seller atau kurir,Negatif
baru mau coba semoga cocok,Positif
"transfer banget, ngga terlalu cover jd ngga nutup rata dibibir tp buat makan lumayan awet",Netral
bagus lah cuma ga cucok sama bibirku ga nempel dibibir,Netral
"tidak sebagus yg di iklan, cepat luntur apalagi krna makanan",Positif
pngirimn salah,Negatif
"cocok untuk:di bibir jadi kering, berat, gatel. tipe lipstik yang mudah patah tekstur:kalo di keluarin dari kulkas seperti mau mencair dan saat di aplikasikan gaenak performa:bagi bibir yang sensitif jangan pakek ini",Negatif
selalu cocok dan memuaskan... warnsnya bagus.. ga cepet luntur.. thank u sdh dpat bonus nya..,Positif
masih belum ada perubahan semenjak pemakaian produk,Negatif
"datang cepat, tapi barang sepertinya sudah di buka karena isinya tidak rapih dan ada bekas lipcreambya di sekitar tutup. ",Negatif
"jujur produknya sendiri gaada keluhan, tp packagingnya perlu bgt diperbaiki ya sis.. aku kan pesennya satu pensil alis doang, itu kecil bgt kan. knp packingny hrs pake am... ",Negatif
tekstur:kental daya serap:b aja efektivitas:beruntusan.. isinya dikit bgt mau pengembalian lagi ribet bgt. mau gak mau klik pesanan diterima.,Negatif
terimakasih sdh dikasih gift nya smoga somethinc sukses terus ya,Positif
kayak spidol,Positif
mungil enak buat dibawa ke mana mana,Positif
"maaf fotonya ga ada, mirip package nya. hasilnya buat ngesate bagus poool",Positif
blm d cb moga cocok,Positif
"pengiriman cepet,cuman waktu itu tulisan nya dapet gift ternyata tidakkk",Netral
produk made in china. kurang tertarik lngsung sy buang k sampah,Netral
"setelah hampir 3 minggu ga pake face wash gegara kesel salah beli…. udah 2x kejadian salah beli di alfamart deket rumah, niat beli face wash tp keambil yg aloe hydramild multifunction gel, ini gegara belom tau kalo packaging beneran semirip itu dan aku juga gatau kalo wardah ngeluarin varian itu. terus kejadian yang kedua salah ambil lagi gegara pihak alfamart nya nata nya sebelahan dan aku nya juga lagi buru2 jadi nya ga teliti sempet dm ke ig nya wardah juga soalnya bener2 kesel sama packaging nya yg mirip bgt ayookk plisss ganti packaging nya, minimal dibedain warna nya lah ini mau beli lagi soalnya dah lumayan ilang kesel nya tp tetep ku tunggu ganti packaging nya pliiisss banget wardahhhhh",Positif
"profil kecantikan:kalo liat packaging dan di gambar sih, dari segi warna brown/coklat ya.tapi pas di pake bukan coklat,melainkan agak ke pink2 sedikit gtu",Netral
