No.,comment,label
722,"Hasilnya sesuai klaim, kulitku jadi lebih cerah dan lembab!",positif
723,"Malah bikin kulitku iritasi, aku gak akan beli lagi.",negatif
724,"Aku masih coba, mungkin butuh waktu lebih lama.",negatif
725,"Aku suka banget, hasilnya bikin kulit makin kenyal!",positif
726,"Sayang banget, malah bikin wajahku makin kusam.",negatif
727,"Sejauh ini cukup oke, tapi gak ada efek besar.",negatif
728,Produk ini bikin wajahku makin cerah dan sehat!,positif
729,"Wanginya terlalu kuat, aku kurang nyaman pakai ini.",negatif
730,"Aku belum lihat hasil signifikan, tapi cukup melembabkan.",negatif
731,Kulitku jadi lebih glowing dan segar setelah pakai ini!,positif
732,"Aku kecewa, malah bikin wajahku berjerawat.",negatif
733,"Aku masih coba, efeknya belum terlalu terlihat.",negatif
734,"Teksturnya ringan dan nyaman di kulit, suka banget!",positif
735,"Sayang banget, produk ini bikin kulitku lebih kering.",negatif
736,"Produk ini bikin wajahku lebih halus dan kenyal, suka banget!",positif
737,"Teksturnya terlalu berat, aku kurang nyaman pakainya.",negatif
738,"Aku masih coba, belum terlihat efek besar.",negatif
739,Aku suka banget karena bikin wajahku lebih cerah!,positif
740,"Sayang banget, malah bikin kulitku iritasi.",negatif
741,"Hasilnya belum terlalu kelihatan, tapi cukup melembabkan.",negatif
742,Produk ini bikin wajahku lebih sehat dan glowing!,positif
743,Aku kecewa karena gak sesuai ekspektasi.,negatif
744,"Sejauh ini biasa aja, belum ada perubahan besar.",negatif
745,"Teksturnya ringan dan cepat menyerap, aku suka banget!",positif
746,"Malah bikin wajahku berminyak, gak cocok buatku.",negatif
747,"Aku masih coba, mungkin butuh waktu lebih lama.",negatif
748,"Hasilnya luar biasa, kulitku makin glowing!",positif
749,"Wanginya terlalu menyengat, aku kurang suka.",negatif
750,"Aku belum yakin, hasilnya masih biasa saja.",negatif
751,Kulitku terasa lebih fresh dan sehat setelah pakai ini!,positif
752,"Sayang sekali, gak cocok buat kulit sensitif seperti aku.",negatif
753,"Hasilnya biasa aja, gak ada efek besar.",negatif
754,"Aku suka banget, produk ini bikin kulitku lebih glowing!",positif
755,"Teksturnya kurang nyaman, terlalu lengket di kulit.",negatif
756,"Aku belum lihat hasil besar, tapi gak ada efek samping juga.",negatif
757,Produk ini sangat melembabkan kulitku sepanjang hari!,positif
758,Malah bikin kulitku makin kering dan kasar.,negatif
759,Aku masih coba dan belum lihat efek signifikan.,negatif
760,Kulitku lebih sehat dan kenyal setelah pakai ini!,positif
761,Wanginya terlalu kuat dan kurang nyaman dipakai.,negatif
762,"Hasilnya belum kelihatan, mungkin butuh waktu lebih lama.",negatif
763,Produk ini beneran bikin wajah makin cerah dan fresh!,positif
764,"Aku kecewa, kulitku malah jadi iritasi.",negatif
765,"Aku belum yakin, hasilnya masih biasa saja.",negatif
766,"Teksturnya ringan dan nyaman, aku suka banget!",positif
767,"Sayang banget, malah bikin wajahku makin kusam.",negatif
768,"Aku masih coba, efeknya belum terasa.",negatif
769,"Kulitku makin sehat dan glowing, produk ini bagus banget!",positif
770,"Wanginya terlalu menyengat, aku kurang suka.",negatif
771,"Aku belum lihat perubahan besar, tapi sejauh ini cukup melembabkan.",negatif
772,Produk ini bikin kulitku lebih kenyal dan segar!,positif
773,Aku kecewa karena gak ada efek yang aku harapkan.,negatif
774,"Aku masih coba, mungkin perlu waktu lebih lama untuk melihat hasilnya.",negatif
775,"Hasilnya luar biasa, kulitku makin glowing!",positif
776,Malah bikin kulitku makin kering dan kasar.,negatif
777,"Sejauh ini cukup oke, tapi aku masih ingin lihat hasil lebih besar.",negatif
778,"Produk ini bikin wajahku lebih sehat dan glowing, recommended!",positif
779,"Sayang sekali, produk ini gak cocok buat kulitku.",negatif
780,"Aku masih menunggu hasilnya, sejauh ini biasa saja.",negatif
781,"Teksturnya nyaman dan cepat meresap, aku suka banget!",positif
782,"Malah bikin wajahku makin berminyak, aku gak suka.",negatif
783,"Aku masih coba, efeknya belum terasa signifikan.",negatif
784,"Kulitku lebih cerah dan kenyal, aku suka banget produk ini!",positif
785,Aku kecewa karena malah bikin wajahku iritasi dan merah.,negatif
786,"Sejauh ini gak ada efek samping, tapi juga belum ada perubahan besar.",negatif
787,Produk ini sangat membantu menghidrasi kulitku sepanjang hari!,positif
788,"Wanginya kurang enak menurutku, jadi kurang nyaman pakainya.",negatif
789,"Aku masih coba, sejauh ini hasilnya biasa aja.",negatif
790,"Aku puas banget, kulitku terasa lebih halus dan glowing!",positif
791,Sayangnya bikin wajahku makin kusam.,negatif
792,"Aku belum yakin, sejauh ini hasilnya biasa aja.",negatif
793,Produk ini benar-benar melembabkan dan membuat kulit sehat!,positif
794,Aku kecewa karena produk ini bikin kulitku makin berminyak.,negatif
795,"Aku masih menunggu hasilnya, sejauh ini gak ada perubahan signifikan.",negatif
796,"Hasilnya sesuai klaim, kulitku jadi lebih cerah dan lembab!",positif
797,"Malah bikin kulitku iritasi, aku gak akan beli lagi.",negatif
798,"Aku masih coba, mungkin butuh waktu lebih lama.",negatif
799,"Aku suka banget, hasilnya bikin kulit makin kenyal!",positif
800,"Sayang banget, malah bikin wajahku makin kusam.",negatif
801,"Sejauh ini cukup oke, tapi gak ada efek besar.",negatif
802,Produk ini bikin wajahku makin cerah dan sehat!,positif
803,"Wanginya terlalu kuat, aku kurang nyaman pakai ini.",negatif
804,"Aku belum lihat hasil signifikan, tapi cukup melembabkan.",negatif
805,Kulitku jadi lebih glowing dan segar setelah pakai ini!,positif
806,"Aku kecewa, malah bikin wajahku berjerawat.",negatif
807,"Aku masih coba, efeknya belum terlalu terlihat.",negatif
808,"Teksturnya ringan dan nyaman di kulit, suka banget!",positif
809,"Sayang banget, produk ini bikin kulitku lebih kering.",negatif
810,"Aku belum yakin, sejauh ini hasilnya masih biasa saja.",negatif
811,Produk ini bikin kulitku lebih lembab dan sehat!,positif
812,"Sayangnya, produk ini gak cocok untuk kulitku yang sensitif.",negatif
813,"Aku masih coba, sejauh ini efeknya belum terlalu kelihatan.",negatif
814,"Aku suka banget, kulitku jadi lebih glowing dan halus!",positif
815,"Wanginya terlalu kuat, bikin pusing saat dipakai.",negatif
816,"Aku masih coba, hasilnya belum signifikan.",negatif
817,"Teksturnya ringan dan mudah meresap di kulit, suka banget!",positif
818,Sayangnya bikin kulitku lebih kering dari sebelumnya.,negatif
819,Aku masih coba dan belum lihat perubahan besar.,negatif
820,Produk ini bikin wajahku makin cerah dalam beberapa minggu!,positif
821,"Malah bikin wajahku iritasi, aku kecewa.",negatif
822,"Aku masih nunggu hasilnya, mungkin butuh waktu lebih lama.",negatif
823,"Aku puas banget, hasilnya sesuai ekspektasi!",positif
824,Teksturnya lengket dan bikin gak nyaman di kulitku.,negatif
825,"Aku belum yakin, sejauh ini efeknya biasa saja.",negatif
826,Kulitku terasa lebih lembab dan sehat sejak pakai ini!,positif
827,"Wanginya kurang enak, aku kurang suka.",negatif
828,Aku masih coba dan belum bisa kasih pendapat pasti.,negatif
829,Produk ini benar-benar bikin wajah lebih glowing dan segar!,positif
830,"Sayangnya, bikin kulitku lebih berminyak dari biasanya.",negatif
831,"Aku belum lihat perubahan yang besar, mungkin butuh waktu lebih lama.",negatif
832,"Teksturnya ringan dan gampang meresap, aku suka banget!",positif
833,"Produk ini bikin wajahku makin kusam, aku kecewa.",negatif
834,Aku masih coba dan belum lihat efek signifikan.,negatif
835,Kulitku makin sehat dan kenyal setelah pakai ini!,positif
836,"Sayangnya, bikin wajahku lebih sensitif dan merah-merah.",negatif
837,"Aku masih nunggu hasilnya, sejauh ini cukup nyaman dipakai.",negatif
838,"Hasilnya luar biasa, kulitku lebih halus dan glowing!",positif
839,"Wanginya terlalu menyengat, bikin gak nyaman pakai ini.",negatif
840,"Aku belum lihat perubahan signifikan, tapi tetap nyaman digunakan.",negatif
841,Produk ini sangat membantu menjaga kelembaban kulitku!,positif
842,"Malah bikin kulitku gatal dan iritasi, gak cocok buatku.",negatif
843,"Aku masih coba, mungkin butuh lebih lama untuk lihat hasilnya.",negatif
844,Kulitku terasa lebih sehat dan segar setelah pakai ini!,positif
845,Teksturnya terlalu kental dan susah meresap di kulit.,negatif
846,"Aku belum yakin, sejauh ini efeknya belum terlihat jelas.",negatif
847,Aku suka banget! Produk ini bikin wajah lebih glowing dan sehat!,positif
848,"Sayangnya, bikin wajahku makin berminyak.",negatif
849,"Aku masih menunggu efeknya, sejauh ini cukup melembabkan.",negatif
850,Produk ini benar-benar bikin kulit lebih fresh dan sehat!,positif
851,"Wanginya terlalu kuat, bikin gak nyaman dipakai.",negatif
852,"Aku belum lihat hasil yang signifikan, mungkin butuh waktu lebih lama.",negatif
853,"Teksturnya ringan dan enak dipakai, aku suka banget!",positif
854,"Sayangnya, bikin wajahku lebih sensitif dan mudah merah.",negatif
855,Aku masih coba dan belum bisa kasih pendapat pasti.,negatif
856,"Aku puas banget dengan hasilnya, sesuai klaim!",positif
857,"Teksturnya lengket dan susah meresap, aku kurang suka.",negatif
858,"Aku belum lihat efek besar, tapi sejauh ini cukup oke.",negatif
859,Kulitku lebih lembut dan cerah setelah pakai ini!,positif
860,"Malah bikin kulitku makin kering dan kusam, aku kecewa.",negatif
861,"Aku masih coba, sejauh ini efeknya biasa aja.",negatif
862,Produk ini sangat membantu kulitku tetap lembab seharian!,positif
863,"Wanginya terlalu menyengat, bikin gak nyaman dipakai lama-lama.",negatif
864,"Aku masih nunggu hasilnya, sejauh ini belum ada perubahan besar.",negatif
865,Aku suka banget! Kulitku lebih kenyal dan segar!,positif
866,"Sayangnya, bikin wajahku lebih berminyak.",negatif
867,"Aku belum lihat hasil signifikan, tapi tetap nyaman dipakai.",negatif
868,Produk ini bikin wajahku lebih cerah dan sehat!,positif
869,Teksturnya terlalu tebal dan lengket di kulit.,negatif
870,"Aku masih coba, efeknya belum terlalu terasa.",negatif
871,"Hasilnya luar biasa, kulitku makin halus dan lembut!",positif
872,"Wanginya kurang cocok buatku, terlalu menyengat.",negatif
873,"Aku masih coba, mungkin butuh waktu lebih lama.",negatif
874,Produk ini bikin kulitku lebih glowing dan segar!,positif
875,Sayangnya bikin wajahku lebih kering dan kusam.,negatif
876,"Aku belum yakin, sejauh ini efeknya biasa saja.",negatif
877,Teksturnya ringan dan nyaman digunakan!,positif
878,Malah bikin kulitku lebih sensitif dan merah.,negatif
879,"Aku masih coba, sejauh ini gak ada efek samping.",negatif
880,Aku suka banget! Kulitku makin cerah dan lembut!,positif
881,Produk ini benar-benar bikin kulitku lebih glowing dan sehat!,positif
882,Teksturnya terlalu berat dan lengket di kulitku.,negatif
883,Aku masih coba dan belum bisa lihat hasilnya dengan jelas.,negatif
884,"Wanginya lembut dan menenangkan, suka banget!",positif
885,"Sayangnya, bikin wajahku semakin berminyak dan kusam.",negatif
886,"Aku masih belum lihat efek signifikan, mungkin butuh waktu lebih lama.",negatif
887,Kulitku jadi lebih halus dan cerah setelah rutin pakai ini!,positif
888,"Malah bikin kulitku iritasi dan merah-merah, kecewa banget.",negatif
889,"Aku masih coba, sejauh ini cukup nyaman di kulit.",negatif
890,"Teksturnya ringan dan cepat meresap, aku suka banget!",positif
891,"Wanginya terlalu kuat, bikin pusing setelah beberapa saat.",negatif
892,"Aku belum lihat hasil yang jelas, tapi tetap nyaman dipakai.",negatif
893,"Hasilnya luar biasa, kulitku lebih sehat dan kenyal!",positif
894,"Sayangnya, bikin kulitku jadi lebih kering dari sebelumnya.",negatif
895,Aku masih coba dan belum bisa kasih review pasti.,negatif
896,Produk ini bikin kulitku lebih lembut dan cerah!,positif
897,"Teksturnya terlalu tebal dan susah meresap, aku kurang suka.",negatif
898,"Aku masih menunggu hasilnya, sejauh ini cukup melembabkan.",negatif
899,Produk ini sangat membantu menjaga kelembaban kulitku seharian!,positif
900,"Wanginya terlalu menyengat, bikin kurang nyaman dipakai.",negatif
901,"Aku belum lihat perubahan besar, mungkin butuh waktu lebih lama.",negatif
902,"Hasilnya sesuai klaim, kulitku lebih glowing dan sehat!",positif
903,"Malah bikin wajahku makin sensitif, jadi gak cocok buatku.",negatif
904,Aku masih coba dan belum lihat efek signifikan.,negatif
905,Produk ini benar-benar bikin kulitku lebih fresh dan kenyal!,positif
906,"Teksturnya terlalu berminyak, bikin kulitku gak nyaman.",negatif
907,Aku masih coba dan belum bisa kasih pendapat pasti.,negatif
908,"Aku puas banget dengan hasilnya, sesuai ekspektasi!",positif
909,"Wanginya kurang cocok buatku, terlalu menyengat.",negatif
910,"Aku masih coba, sejauh ini efeknya belum terasa.",negatif
911,Kulitku lebih sehat dan cerah setelah pakai ini!,positif
912,"Sayangnya, bikin wajahku makin kusam dan berminyak.",negatif
913,"Aku belum lihat perubahan besar, tapi tetap nyaman digunakan.",negatif
914,Teksturnya ringan dan nyaman digunakan!,positif
915,Malah bikin wajahku makin kering dan terasa ketarik.,negatif
916,"Aku masih nunggu hasilnya, sejauh ini cukup oke.",negatif
917,Produk ini bikin wajahku lebih glowing dan segar!,positif
918,"Wanginya terlalu kuat, bikin gak nyaman dipakai lama-lama.",negatif
919,"Aku masih coba, mungkin butuh waktu lebih lama untuk lihat efeknya.",negatif
920,Aku suka banget! Kulitku makin lembut dan sehat!,positif
921,"Sayangnya, bikin wajahku jadi lebih sensitif.",negatif
922,"Aku belum yakin, sejauh ini efeknya biasa saja.",negatif
923,"Hasilnya luar biasa, kulitku makin cerah dan halus!",positif
924,"Teksturnya terlalu berat, kurang nyaman dipakai sehari-hari.",negatif
925,Aku masih coba dan belum lihat hasilnya dengan jelas.,negatif
926,"Produk ini sangat melembabkan, cocok banget buat kulit kering!",positif
927,"Malah bikin jerawatku makin parah, aku kecewa.",negatif
928,"Aku masih coba, mungkin butuh waktu lebih lama untuk melihat hasilnya.",negatif
929,Kulitku makin sehat dan segar setelah pakai ini!,positif
930,"Wanginya kurang enak, aku kurang suka.",negatif
931,"Aku belum lihat efek besar, tapi sejauh ini cukup oke.",negatif
932,"Teksturnya ringan dan cepat meresap, aku suka banget!",positif
933,"Sayangnya, bikin wajahku lebih sensitif dan merah-merah.",negatif
934,Aku masih coba dan belum bisa kasih pendapat pasti.,negatif
935,"Aku puas banget dengan hasilnya, sesuai klaim!",positif
936,"Teksturnya lengket dan susah meresap, aku kurang suka.",negatif
937,"Aku belum lihat efek besar, tapi sejauh ini cukup nyaman digunakan.",negatif
938,Produk ini sangat membantu kulitku tetap lembab seharian!,positif
939,"Wanginya terlalu menyengat, bikin gak nyaman dipakai lama-lama.",negatif
940,"Aku masih nunggu hasilnya, sejauh ini belum ada perubahan besar.",negatif
941,Aku suka banget! Kulitku lebih kenyal dan segar!,positif
942,"Sayangnya, bikin wajahku lebih berminyak dari biasanya.",negatif
943,"Aku belum lihat hasil signifikan, tapi tetap nyaman dipakai.",negatif
944,Produk ini bikin wajahku lebih cerah dan sehat!,positif
945,Teksturnya terlalu tebal dan lengket di kulit.,negatif
946,"Aku masih coba, efeknya belum terlalu terasa.",negatif
947,"Hasilnya luar biasa, kulitku makin halus dan lembut!",positif
948,"Wanginya kurang cocok buatku, terlalu menyengat.",negatif
949,"Aku masih coba, mungkin butuh waktu lebih lama.",negatif
950,Produk ini bikin kulitku lebih glowing dan segar!,positif
951,Sayangnya bikin wajahku lebih kering dan kusam.,negatif
952,"Aku belum yakin, sejauh ini efeknya biasa saja.",negatif
953,Teksturnya ringan dan nyaman digunakan!,positif
954,Malah bikin kulitku lebih sensitif dan merah.,negatif
955,"Aku masih coba, sejauh ini gak ada efek samping.",negatif
956,"Produk ini bikin kulitku makin cerah dan sehat, aku suka banget!",positif
957,"Teksturnya terlalu berat, bikin kulit terasa lengket seharian.",negatif
958,"Aku masih coba, sejauh ini cukup nyaman tapi belum ada perubahan besar.",negatif
959,Kulitku jadi lebih glowing setelah rutin pakai ini!,positif
960,"Wanginya terlalu menyengat, aku kurang nyaman pakai lama-lama.",negatif
961,"Aku belum lihat efek besar, tapi sejauh ini cukup melembabkan.",negatif
962,Produk ini beneran bikin kulitku lebih halus dan kenyal!,positif
963,Sayangnya malah bikin kulitku iritasi dan merah-merah.,negatif
964,"Aku masih menunggu hasilnya, sejauh ini cukup oke.",negatif
965,Aku suka banget! Kulitku jadi lebih sehat dan segar.,positif
966,"Malah bikin jerawatku muncul lebih banyak, kecewa banget.",negatif
967,Aku masih coba dan belum bisa kasih review pasti.,negatif
968,"Hasilnya luar biasa, kulitku makin lembab dan bercahaya!",positif
969,"Teksturnya terlalu berminyak, gak nyaman di kulitku.",negatif
970,"Aku belum lihat perubahan besar, tapi tetap nyaman digunakan.",negatif
971,"Wanginya enak banget, bikin rileks setiap pakai.",positif
972,"Sayangnya, produk ini gak cocok di kulitku, malah jadi kering.",negatif
973,Aku masih coba dan belum lihat efek signifikan.,negatif
974,"Produk ini sangat melembabkan, cocok buat kulit kering.",positif
975,"Malah bikin wajahku makin berminyak dan lengket, aku kurang suka.",negatif
976,"Aku belum lihat hasilnya, tapi teksturnya cukup nyaman.",negatif
977,Kulitku makin halus setelah pakai ini beberapa minggu!,positif
978,"Wanginya terlalu kuat, bikin kurang nyaman buat dipakai lama-lama.",negatif
979,"Aku masih coba, sejauh ini cukup baik tapi belum ada perubahan besar.",negatif
980,"Produk ini benar-benar sesuai klaimnya, kulitku lebih glowing!",positif
981,"Sayangnya bikin kulitku makin kusam, gak cocok buatku.",negatif
982,Aku masih coba dan belum bisa kasih pendapat pasti.,negatif
983,"Teksturnya ringan dan cepat meresap, aku suka banget!",positif
984,Malah bikin wajahku makin kering dan ketarik.,negatif
985,"Aku masih menunggu efeknya, sejauh ini cukup nyaman digunakan.",negatif
986,"Aku puas banget dengan hasilnya, kulit jadi lebih kenyal dan sehat!",positif
987,Sayangnya bikin wajahku lebih sensitif dan merah-merah.,negatif
988,"Aku belum lihat efek besar, tapi tetap nyaman dipakai.",negatif
989,"Produk ini membantu mengurangi jerawatku, aku senang banget!",positif
990,"Wanginya kurang cocok buatku, terlalu menyengat.",negatif
991,Aku masih coba dan belum lihat hasil signifikan.,negatif
992,"Hasilnya luar biasa, kulitku makin cerah dan sehat!",positif
993,"Teksturnya terlalu tebal, kurang nyaman untuk kulitku.",negatif
994,"Aku masih coba, sejauh ini cukup oke tapi belum ada efek besar.",negatif
995,Kulitku lebih glowing dan terasa kenyal setelah pakai ini!,positif
996,"Sayangnya, bikin kulitku lebih berminyak dari biasanya.",negatif
997,"Aku belum yakin, sejauh ini efeknya biasa saja.",negatif
998,Produk ini bikin wajahku makin segar dan sehat!,positif
999,"Malah bikin jerawat makin banyak, aku kecewa.",negatif
1000,"Aku masih coba, mungkin butuh waktu lebih lama untuk lihat hasilnya.",negatif
1001,"Teksturnya lembut dan cepat menyerap, enak banget di kulit!",positif
1002,"Wanginya terlalu kuat, bikin kurang nyaman digunakan.",negatif
1003,"Aku belum lihat efek besar, tapi teksturnya enak di kulit.",negatif
1004,Produk ini benar-benar bikin kulitku lebih glowing dan lembut!,positif
1005,"Sayangnya, bikin wajahku makin kering dan ketarik.",negatif
1006,Aku masih coba dan belum lihat perubahan besar.,negatif
1007,"Hasilnya sesuai klaim, kulitku jadi lebih sehat dan lembab!",positif
1008,"Teksturnya terlalu lengket, kurang nyaman buat aku.",negatif
1009,Aku masih coba dan belum bisa kasih pendapat pasti.,negatif
1010,Produk ini bikin wajahku lebih fresh setiap pagi!,positif
1011,"Wanginya kurang cocok buatku, terlalu kuat.",negatif
1012,"Aku masih coba, sejauh ini cukup nyaman tapi belum ada efek signifikan.",negatif
1013,Aku suka banget! Kulitku lebih kenyal dan lembut.,positif
1014,"Malah bikin kulitku jadi lebih sensitif, kurang cocok buatku.",negatif
1015,"Aku belum lihat efek besar, tapi sejauh ini cukup nyaman digunakan.",negatif
1016,Produk ini bikin kulitku lebih sehat dan glowing!,positif
1017,"Sayangnya, bikin wajahku makin berminyak dan kusam.",negatif
1018,Aku masih coba dan belum bisa kasih review pasti.,negatif
1019,"Teksturnya ringan dan nyaman, aku suka banget!",positif
1020,"Wanginya terlalu kuat buatku, jadi kurang nyaman.",negatif
1021,Aku masih coba dan belum lihat efek besar.,negatif
1022,Produk ini benar-benar melembabkan dan bikin kulit lebih halus!,positif
1023,Sayangnya bikin wajahku makin kering dan kasar.,negatif
1024,"Aku masih coba, mungkin butuh waktu lebih lama untuk lihat hasilnya.",negatif
1025,Aku suka banget! Kulitku lebih sehat dan bercahaya!,positif
1026,"Malah bikin jerawatku makin banyak, kecewa banget.",negatif
1027,"Aku belum lihat perubahan besar, tapi tetap nyaman digunakan.",negatif
1028,"Teksturnya ringan dan cepat menyerap, nyaman banget di kulit!",positif
1029,"Wanginya kurang cocok buatku, terlalu menyengat.",negatif
1030,Aku masih coba dan belum bisa kasih review pasti.,negatif
1031,Produk ini sangat membantu menjaga kelembaban kulitku seharian!,positif
1032,"Teksturnya terlalu berat, bikin kulit terasa lengket seharian.",negatif
1033,"Aku masih coba, sejauh ini cukup nyaman tapi belum ada perubahan besar.",negatif
1034,Kulitku jadi lebih glowing setelah rutin pakai ini!,positif
1035,"Wanginya terlalu menyengat, aku kurang nyaman pakai lama-lama.",negatif
1036,"Aku belum lihat efek besar, tapi sejauh ini cukup melembabkan.",negatif
1037,Produk ini beneran bikin kulitku lebih halus dan kenyal!,positif
1038,Sayangnya malah bikin kulitku iritasi dan merah-merah.,negatif
1039,"Aku masih menunggu hasilnya, sejauh ini cukup oke.",negatif
1040,Aku suka banget! Kulitku jadi lebih sehat dan segar.,positif
1041,"Malah bikin jerawatku muncul lebih banyak, kecewa banget.",negatif
1042,Aku masih coba dan belum bisa kasih review pasti.,negatif
1043,"Hasilnya luar biasa, kulitku makin lembab dan bercahaya!",positif
1044,"Teksturnya terlalu berminyak, gak nyaman di kulitku.",negatif
1045,"Aku belum lihat perubahan besar, tapi tetap nyaman digunakan.",negatif
1046,"Wanginya enak banget, bikin rileks setiap pakai.",positif
1047,"Sayangnya, produk ini gak cocok di kulitku, malah jadi kering.",negatif
1048,Aku masih coba dan belum lihat efek signifikan.,negatif
1049,"Produk ini sangat melembabkan, cocok buat kulit kering.",positif
1050,"Malah bikin wajahku makin berminyak dan lengket, aku kurang suka.",negatif
1051,"Aku belum lihat hasilnya, tapi teksturnya cukup nyaman.",negatif
1052,Kulitku makin halus setelah pakai ini beberapa minggu!,positif
1053,"Wanginya terlalu kuat, bikin kurang nyaman buat dipakai lama-lama.",negatif
1054,"Aku masih coba, sejauh ini cukup baik tapi belum ada efek besar.",negatif
1055,"Produk ini benar-benar sesuai klaimnya, kulitku lebih glowing!",positif
1056,"Sayangnya bikin kulitku makin kusam, gak cocok buatku.",negatif
1057,Aku masih coba dan belum bisa kasih pendapat pasti.,negatif
1058,"Teksturnya ringan dan cepat meresap, aku suka banget!",positif
1059,Malah bikin wajahku makin kering dan ketarik.,negatif
1060,"Aku masih menunggu efeknya, sejauh ini cukup nyaman digunakan.",negatif
1061,"Aku puas banget dengan hasilnya, kulit jadi lebih kenyal dan sehat!",positif
1062,Sayangnya bikin wajahku lebih sensitif dan merah-merah.,negatif
1063,"Aku belum lihat efek besar, tapi tetap nyaman dipakai.",negatif
1064,"Produk ini membantu mengurangi jerawatku, aku senang banget!",positif
1065,"Wanginya kurang cocok buatku, terlalu menyengat.",negatif
1066,Aku masih coba dan belum lihat hasil signifikan.,negatif
1067,"Hasilnya luar biasa, kulitku makin cerah dan sehat!",positif
1068,"Teksturnya terlalu tebal, kurang nyaman untuk kulitku.",negatif
1069,"Aku masih coba, sejauh ini cukup oke tapi belum ada efek besar.",negatif
1070,Kulitku lebih glowing dan terasa kenyal setelah pakai ini!,positif
1071,"Sayangnya, bikin kulitku lebih berminyak dari biasanya.",negatif
1072,"Aku belum yakin, sejauh ini efeknya biasa saja.",negatif
1073,Produk ini bikin wajahku makin segar dan sehat!,positif
1074,"Malah bikin jerawat makin banyak, aku kecewa.",negatif
1075,"Aku masih coba, mungkin butuh waktu lebih lama untuk lihat hasilnya.",negatif
1076,"Teksturnya lembut dan cepat menyerap, enak banget di kulit!",positif
1077,"Wanginya terlalu kuat, bikin kurang nyaman digunakan.",negatif
1078,"Aku belum lihat efek besar, tapi teksturnya enak di kulit.",negatif
1079,Produk ini benar-benar bikin kulitku lebih glowing dan lembut!,positif
1080,"Sayangnya, bikin wajahku makin kering dan ketarik.",negatif
1081,Aku masih coba dan belum lihat perubahan besar.,negatif
1082,"Hasilnya sesuai klaim, kulitku jadi lebih sehat dan lembab!",positif
1083,"Teksturnya terlalu lengket, kurang nyaman buat aku.",negatif
1084,Aku masih coba dan belum bisa kasih pendapat pasti.,negatif
1085,Produk ini bikin wajahku lebih fresh setiap pagi!,positif
1086,"Wanginya kurang cocok buatku, terlalu kuat.",negatif
1087,"Aku masih coba, sejauh ini cukup nyaman tapi belum ada efek signifikan.",negatif
1088,Aku suka banget! Kulitku lebih kenyal dan lembut.,positif
1089,"Malah bikin kulitku jadi lebih sensitif, kurang cocok buatku.",negatif
1090,"Aku belum lihat efek besar, tapi sejauh ini cukup nyaman digunakan.",negatif
1091,Produk ini bikin kulitku lebih sehat dan glowing!,positif
1092,"Sayangnya, bikin wajahku makin berminyak dan kusam.",negatif
1093,Aku masih coba dan belum bisa kasih review pasti.,negatif
1094,"Teksturnya ringan dan nyaman, aku suka banget!",positif
1095,"Wanginya terlalu kuat buatku, jadi kurang nyaman.",negatif
1096,Aku masih coba dan belum lihat efek besar.,negatif
1097,Produk ini benar-benar melembabkan dan bikin kulit lebih halus!,positif
1098,Sayangnya bikin wajahku makin kering dan kasar.,negatif
1099,"Aku masih coba, mungkin butuh waktu lebih lama untuk lihat hasilnya.",negatif
1100,Aku suka banget! Kulitku lebih sehat dan bercahaya!,positif
1101,"Malah bikin jerawatku makin banyak, kecewa banget.",negatif
1102,"Aku belum lihat perubahan besar, tapi tetap nyaman digunakan.",negatif
1103,Produk ini benar-benar membantu mengurangi jerawatku!,positif
1104,Teksturnya lengket dan tidak nyaman di wajahku.,negatif
1105,"Aku baru coba sebentar, sejauh ini cukup oke.",negatif
1106,Kulitku jadi lebih cerah dan sehat setelah rutin pakai ini!,positif
1107,"Wanginya terlalu kuat, bikin pusing kalau dipakai lama-lama.",negatif
1108,"Aku belum lihat hasil signifikan, mungkin butuh waktu lebih lama.",negatif
1109,"Produk ini sangat melembabkan kulitku, aku suka!",positif
1110,Sayangnya bikin kulitku makin berminyak dan kusam.,negatif
1111,"Aku masih coba, sejauh ini cukup nyaman.",negatif
1112,Aku puas banget! Kulitku lebih glowing dan halus.,positif
1113,Malah bikin kulitku lebih sensitif dan kemerahan.,negatif
1114,"Aku masih mencoba, belum ada perubahan besar.",negatif
1115,"Teksturnya ringan dan cepat menyerap, nyaman banget!",positif
1116,"Wanginya kurang cocok buatku, terlalu menyengat.",negatif
1117,"Aku masih menunggu hasilnya, sejauh ini cukup oke.",negatif
1118,"Hasilnya luar biasa, kulitku makin kenyal dan sehat!",positif
1119,Sayangnya malah bikin jerawatku tambah banyak.,negatif
1120,Aku masih coba dan belum bisa kasih review pasti.,negatif
1121,"Produk ini sesuai klaim, benar-benar bikin kulit lebih lembab!",positif
1122,"Teksturnya terlalu tebal, gak nyaman buat aku.",negatif
1123,"Aku belum lihat efek besar, tapi tetap enak dipakai.",negatif
1124,Kulitku lebih halus setelah pakai ini beberapa minggu!,positif
1125,"Wanginya terlalu kuat, kurang nyaman buatku.",negatif
1126,Aku masih coba dan belum bisa kasih pendapat pasti.,negatif
1127,Aku suka banget! Produk ini bikin kulitku lebih glowing.,positif
1128,Malah bikin kulitku makin kering dan iritasi.,negatif
1129,"Aku masih coba, mungkin butuh waktu lebih lama untuk melihat hasilnya.",negatif
1130,Produk ini bikin wajahku lebih fresh setiap pagi!,positif
