review_id,review_text,price,packaging,product,aroma
3806,"one of my favorites! habis pakai ini paling tepuk2in compact powder tipis2, trus udah deh siap, gak ribet :d dari segi harga, jelas mahal banget bok kalo di counter bisa 400an ribu, makanya aku waktu itu beli di online shop yang dari korea trus shipment kesini, it took me about 2 weeks, not bad.",-1,0,1,0
4037,"sekarang ini udah tube ke 3 yang aku pakai....i love this product. period. seperti bb cream pada umumnya, coverage nya memang ga se mantap foundie lah ya..tapi justru itulah, untuk pemakaian sehari-hari, aku suka banget...hasilnya matte, tapi ga bikin kering...padahal kulitku sangat termasyur keringnya... skrg ini aku pakai shade oc-b...perfect for me. awalnya beli di jepang atau nitip temen yang ke jepang\\\\/singapore.. harganya juga affordable. to be honest, sampe skrg belum nemu yg jual di indo...apa ada yang bisa kasih rekomendasi olshop yang jual di indo?",1,0,1,0
4245,"walaupun harganya mahal tp kita dapet refillnya jd itung2 dapet 2 biji lah wangi nya enak banget soft gitu gak kyk bbc ream. gak keliatan berdempul dan putihnya jd kyk korea2 gitu wkwkwkkw tapi katanya klo spf 50 d bersihinnya harus pake makeup remover ya, ga cukup sabun aja. worth it banget sih aku suka sama produk ini.",-1,0,1,1
4769,"i love this cc cream!!!!! cc cream yg ku punya skrg ini udh botol ke 2 yg ku beli (1 botol bisa tahan sampe 6 bln lebih!). aku udh pernah bbrp kali nyobain cc cream korea di waktu mereka lagi happening bgt, but this product had stolen my heart ever since!! teksturnya creamy standar cc &amp; bb cream layaknya. gak berbau. tersedia dgn banyak shade. dan yg paling aku seneng adalah produk ini spf nya sampe 30 hehehe. walaupun aku pekerja kantoran yg sehari hari cuma duduk di depan kantor, pas makan siang kan aku keluar jg, jadi aku merasa perlu bgt make cc cream yg spfnya besar. another reason why i love this product, karena kalo pake cc cream ini kulitku jd keliatan super sehat dan glowing! hasilnya super bagus dan tahan lama dari pagi sampai sore :d",0,0,1,0
4830,"i love this cc cream!!!!! cc cream yg ku punya skrg ini udh botol ke 2 yg ku beli (1 botol bisa tahan sampe 6 bln lebih!). aku udh pernah bbrp kali nyobain cc cream korea di waktu mereka lagi happening bgt, but this product had stolen my heart ever since!! teksturnya creamy standar, yg paling aku seneng adalah produk ini spf nya sampe 30 hehehe. aromanya juga enak banget!! walaupun aku pekerja kantoran yg sehari hari cuma duduk di depan kantor, pas makan siang kan aku keluar jg, jadi aku merasa perlu bgt make cc cream yg spfnya besar. another reason why i love this product, karena kalo pake cc cream ini kulitku jd keliatan super sehat dan glowing! hasilnya super bagus dan tahan lama dari pagi sampai sore :d",0,0,1,1
6631,"sebagai pengguna bb cream, ini adalah pilihan paling favorit untuk saya, khususnya yang mengandung spf 45. jadi, moisturizer, sunscreen dan foundie dalam satu produk. praktis. packaging: kemasannya bagus, ukurannya kecil, mudah dibawa kemana-mana. selain itu, cukup mudah untuk mengeluarkan isinya. ujung tube-nya juga kecil, jadinya bisa menghindari dari kelebihan sewaktu ngeluarin isinya. texture: di antara semua bb cream yang pernah saya coba, ini yang paling light. color: skin clor, just like foundie. untuk coverage, karena warnanya cenderung sheer, jadi nggak bisa menutup banyak noda di wajah. moreover spot, acne or dark circle under eye. price: lebih mahal dari bb cream merek drugstore.",-1,1,1,0
49048,"ini amit-amit banget. maaf ya yang suka sama produk ini, tapi di kulitku yang tipenya combi, ini neraka banget, jelek banget produknya. cakey di kulit yang kering, bikin dry patches makin kelihatan, tapi oil controlnya payah banget di bagian yang oily. dia fading begitu saja meninggalkan muka cemong cemong. yang bagus cuma kemasannya, yaitu kemasan stick yang praktis. pilihan warnanya juga cuma 2 warna yang masih terlalu terang buat kulit medium tan.",0,1,-1,0
4038,"no. just no. *le sigh* beli ini karena mau ngabisin point aja plus penasaran...tapi ternyata setelah dicoba, nggak banget..aku udah pake shade yang paling terang, tapi jatohnya di aku tetep jadi orange gt...*weird*..coverage nya juga sheer bgt, and oily, bahkan di mukaku yang kering pun kesan oily nya keliatan jadi malah bikin mukaku jadi keliatan sangat kusam..dan jorok kesannya kerna orens dan berminyak.. :( ( harganya pun mahal huhu. sorry tbs, but this time...no...",-1,0,-1,0
4540,"worst bb cream i've ever purchased! ini bb cream jelek bgt kalo dipake di muka gue. jatohnya oily dan ga natural :( terus coveragenya kurang kalo menurut gue. wkt itu dikira bagus, langsung beli 2. mahal pula harganya. yah ternyata ga bagus, alhasil nganggur deh :(",-1,0,-1,0
8966,"big no no deh buat bb cream ini. ketika pertama coba bb cream ini, hasilnya sangat mengesankan. kulit terlihat lebih lembut, lebih merata dan lebih flawless. teksturnya pun mudah untuk diblend dan menyatu dengan cepat di kulit. aromanya gak enak juga. awalnya saya pikir saya sudah menemukan bb cream lokal yang sangat cocok dengan kulit saya. ternyata saya salah besar, bb cream ini bikin muka saya breakout parah. jerawat langsung bermunculan, komedo, dan juga bruntusan yang menyebar di dahi, dagu, dan pipi. setelah saya hentikan pemakaian bb cream ini, ternyata efeknya masih ada. hingga sekitar 7 bulan saya harus sabar sabar banget gara-gara muka ancur banget. bisa dibilang ini adalah pengalaman terburuk saya selama menggunakan makeup.",0,0,-1,-1
9475,entahlah.. gak cocok sm sekali sm produk ini.. pertama cuma pake bb + bedak tp jadi gatel n jerawat.. abis itu pake white secret yg buat peeling.. langsung gatel n bruntusan. alhasil ga kepake dan bingung mau nyembuhinnya :(,0,0,-1,0
9827,"bb cream paling jelek yang pernah aku coba :( berharap banyak sebenernya ketika tbs ngeluarin ini produk tapi ternyata ga sesuai ma yang diharapkan. teksturnya encer. pas pertama kali diapply sih, lumayan mengcoverage sih tapi selang sejam, muka langsung berminyaaakkk banget, jadi ga keliatan kalo itu make bb cream. ga tau deh kalo yang mukanya kering, mungkin ga gitu kali y. besokanny langsung kasi ke temen kantor yang suka make up in orang hehehe",0,0,-1,0
12727,"satu kata buat bb cream ini : fail . duh aku gak ngerti kenapa ya sama produk revlon yang satu ini. benar-benar gak enak dipakai. lengket, berminyak, sama sekali gak ngecover apa-apa, dan yang aku paling gak tahan adalah fragrance nya yang sangat aneh. duh ini adalah produk yang masuk dalam kategory my worst ever. sedih sih sebetulnya nulis review kaya gini untuk produk keluaran revlon...karena aku termasuk fans nya revlon..tapi untuk bb cream yang satu ini bener-bener gak cocok untuk aku.",0,0,-1,-1
13452,"bb cream ini shadenya langsung nyatu sama kulit aku, coveragenya juga lumayan nggak usah pake terlalu banyak concealer dan harganya cukup murah sekitar idr 25k aja. sayangnya, waktu itu aku pake bb cream ini selama 7 jam dan aku set pake bedak tabur beberapa jam kemudian langsung muncul jerawat gede banget kayak jerawat batu dan bernanah dibeberapa bagian terutama bagian wajah yang tertutup jilbab. i don't like this product.",1,0,-1,0
14486,"ini bb cream pertama aku, dulu banget beli karena murah. shadenya nggak pas banget dimuka ku, padahal udah shade yang gelap tapi kelihatan pektay banget dan nggak ngeblend dengan baik. padahal coveragenya lumayan. ewh aku ga suka banget sama hasilnya.",1,0,-1,0
17240,"waktu pertama lihat iklannya di tv, saya penasaran banget. tetapi ketika mencobanya, saya kecewa. bau alkoholnya tercium sangat kuat, shadenya agak gelap sehingga membuat kulit saya terlihat kusam. kemasannya bagus, bentuknya tube dengan tutup ulir, cukup praktis dan higienis. sayangnya saya tidak suka produk ini karena nggak cocok.",0,1,-1,-1
17252,"teksturnya mudah dibaurkan di kulit dengan hasil akhir terlihat sangat oily di kulit kering saya. walaupun sudah diset dengan bedak tabur, tetapi akan membuat kulit wajah saya terlihat berminyak lagi setelah satu jam. keesokan harinya timbul jerawat di bagian pipi, padahal kulit saya nggak acne prone. nggak lagi-lagi deh pakai bb cream ini. harganya murah tapi kualitasnya jelek.",1,0,-1,0
17759,"teksturnya agak cair dan mudah dibaurkan di wajah. aromanya tidak enak menurut saya. coveragenya sheer aja. warnanya pas banget di kulit saya, dan rasanya seperti tidak memakai apa-apa. rasanya seperti memakai tinted moisturizer saja. kemasannya jelek, pendek dan agak lebar, dengan tutup flip top yang setelah beberapa kali dibuka susah menutup rapat lagi. overall aku gak suka sama produk ini.",0,-1,-1,-1
18177,nemu ini di rumah dan ternyata adek aku yang beli dan aku omelin karena.. (-) susah diblend warnanya gelap bangettt cakey sheer coverage (+) packagingnya praktis sih travel-friendly.,0,1,0,0
18200,"no, i dont recommend this for any of you. i dont have pros for this product. harganya mahal, udah dipake kok biasa aja ya, ga bisa jadi fondie, pelembab, atau conceal. mula saya oily dan ini bikin muka makin mengkilat, harus sediain blotting paper mulu jadinya. sejak pake ini ga mau lagi pake segala jenis bb cream, keburu ilfeel karena nyoba produk ini di awal",-1,0,-1,0
19687,"bb cream pertama gw dulu zaman kuliah, cita2 pengen dandan yg awet eh malah bruntusan dlm sekali pake..langsung deh buang karena ga suka banget sama produknya. pro: + kemasannya bagus, travel friendly + available dimana mana (gampang dapetnya) cons: - bikin beruntusan - ga ada coverage sama sekali - oxidize",0,1,-1,0
19985,bb cream buatan lokal yang pertama aku coba. (+) harganya murah dibanding bb cream buatan korea (+) teskturnya ringan untuk pemakaian sehari-hari (+) mudah didapat (-) tidak mengcover noda-noda di wajah (-) wajahku terlihat lebih berminyak dengan produk ini (-) tidak ada spfnya (-) daya tahan sampai 2 jam saja,1,0,0,0
22144,setelah  dipakai ga sebagus yang dibilang orang2. : (+)gampang didpt (-)mahal untuk ukuran bb cream lokal tp kualitasnya jelek. (-)cm tersedia satu shade..dan shade ini ketuaan di aku jd berasa lbh coklat &amp; dekil (-)oxy di wajah (-)oil kontrol jelek..blm lama pake wajahku lgs minyakan dimana mana (-)coverage low (-)berasa berat&amp;cakey di wajah (-)lengket,-1,0,-1,0
22977,gara2 pas lg diskon tbs akhirnya cb deh beli ini..tapi hasilnya mengecewakan (-)mahal bgt..tp kualitas nya jelek (-)oil control jelek..wajah aku mkn berminyak (-)tll encer shg coveragenya very low (-)shadenya tidak sesuai dgn kulit asia.. (-)lengket bgt (-)sgt tidak direkomendasikan untuk kulit berminyak,-1,0,-1,0
24699,"pernah nyobain karena kejebak omongan ba nya tbs, dan ngeliat udh plus moisturizer dll. yang gue suka dari bb cream satu ini kyknya packagingnya aja. teksturenya sama sekali ga suka, ada warna putihnya dan ada warna bb creamnya, dan agak kasar, greasy, pas di muka sama sekali enggak ngeblend malah aneh kyknya menurutku warnanya.",0,1,0,0
33260,"aku nggak suka sama bb cream ini. cakey, agak lengket, oil control dan staying powernya payah. transfer pula! shadenya agak kegelapan di aku, bikin muka kelihatan kusam. packagingnya jelek, gampang kelihatan kotor.",0,-1,-1,0
37067,"pertama coba ini karena penasaran pengen coba2 pake bb cream. harganya sangat terjangkau, teksturnya ringan, gampang diaplikasikan dan ada sensasi dingin pas dipake. tapi sayang, bb cream ini bikin muka aku jadi oily banget. dan setelah beberapa minggu pake, jerawatku jadi banyaaakk banget. sampai harus ganti2 dokter buat nyembuhin jerawatnya :'(( definitely not repurchased!",1,0,-1,0
37857,"i'm so sorry for this product :( aku bener2 ngga cocok sama produk ini karena setelah sekali pemakaian aku langsung muncuk bintik bintik kecil gitu di wajah aku. looks like breakouts maybe. kulit aku emang sensitif banget dan lumayan kering. harganya mahal, ternyata justru malah muncul seperti breakouts gitu :(",-1,0,-1,0
40259,"bb cream ini bb cream pertama yg aku punya.. ga cocok di aku.. bikin mukaku tambah komedoan,oily dan cakey... ga banget di kulitku.... memperjelas pori-pori.. sayang bgt pdhl harganya terjangkau dan packagingnya simple efisien..",1,1,-1,0
12928,"beli bb cream ini karena waktu itu pernah dipakein sama temen aku dan hasilnya lumayan. gak tau kenapa pas aku beli lagi malah gak oke sama sekali. teksturnya berminyak, di wajah juga jadi nya minyakan, belum lagi warnanya yang way too weird for my skin. jadi ya gak aku pake lagi deh. ini lebih kepada tinted moisturizer.",0,0,-1,0
13150,"i don't like this product, it makes my skin more oily. i bought this because it's cheap but i'm not statisfied :( muka aku udah oily jadi aku ga mau bikin muka aku makin berminyak. jadi aku ga akan beli lagi. harganya cukup murah but it's not for me :)",1,0,-1,0
13268,"wajah jadi terlihat sangat berminyak ketika menggunakan bb cream ini. warnanya juga terlihat tidak natural untuk kulitku. aromanya juga aneh. dan kemasannya jelek, isi bb cream memenuhi tutup tubenya. worst product ever. tidak akan repurchase.",0,-1,-1,-1
13614,pros: + murah meriah ;) + gampang didapat di counter maybelline manapun + mudah diratakan di kulit wajah cons: - oil control less than 2 hours - lama kelamaan jadi menggumpal meskipun dipakai tipis-tipis - efek melembabkan hanya saat diaplikasikan. kalo lagi ga pakai kulit tetep kering,1,0,0,0
13622,"this is an 'eh' product for me. the only thing good is perhaps the cheap price, tapi buat apa harga murah kalau nggak kepake juga iya nggak. kerasa berat di kulit, padahal jumlah yang aku pakai sama kayak kalau aku pakai bb cream lain. greasy, padahal coverage-nya so-so banget. susah dibaurkan, and the most annoying thing is this break me out. this is not for me. i don't like this product.",1,0,-1,0
13627,"the first bb cream that i tried. murah sih. tapi hmm... dia terlalu runny. di satu sisi ini bikin gampang di-blend, tapi coveragenya kurang banget. kayak nggak pake apa-apa (in a bad way). oil control sama sekali nggak ada. belum berapa jam udah kerasa greasy. the only good thing was this didn't break me out tapi entahlah, udah lama soalnya. decent buat yang baru mulai pakai bb cream\\\\/budget terbatas\\\\/gak begitu perlu coverage yang full. selain itu, no. i don't like it.",1,0,-1,0
14023,"ukurannya 25ml lebih sedikit dan cenderung mahal di antara bb cream lainnya. mungkin lebih cocok untuk dipakai sehari-hari karena dia tidak terlalu meng-cover warna kulit tidak rata. muka jadi ga terlalu bercahaya menggunakannya. sepertinya ga mau repurchase.. karena waktu beli ini sedang discount, jadi beli sekalian 2, tapi nyesel, sekarang pengen coba bb cream merk lain aja karena aku ga suka sama yang ini",-1,0,-1,0
14796,"karena menang quiz caring colours, saya dapat gift bb cream ini. kemasannya oke sih, sangat menarik. akan tetapi, enggak tahu kenapa, sampai detik ini, kok aku enggak bisa membaurkan si bb cream ini supaya bisa menyatu dengan kulit, yang ada malah bikin mukaku kayak topeng. i don't recommend this product, worst product ever.",0,1,-1,0
14829,"ini bb cream paling kacau yang pernah aku coba. bikin muka kusem dan minyakan banget. jerawat dan beruntusan muncul bertubi-tubi. bersyukur lah kalian yang cocok pakai ini, karena harganya murah dan mudah didapatkan",1,0,-1,0
14880,pertama kali beli ini karena murah dan temenku pake. setelah dipake ternyata di aku keputihan jadi ngga keliatan natural. abis itu mukaku ngga cocok pake ini jadi bikin breakout. akhirnya aku berhenti pake dan kasihin ke orang. definitely not going to repurchase,1,0,-1,0
15233,"ga suka sama bb cream ini karena bikin muka ku break out. bruntusan dan jerawatan setelah pake. shade nya ga cocok di aku. teksturnya terlalu thicky. harganya mahal pula, suka berasa tebeeel banget kalo ditambah bedak.",-1,0,-1,0
15437,awalnya beli wardah ini karena murah. ternyata tidak cocok di kulitku :( mungkin karena salah beli shade walaupun pake 1 layer aja jadi kayak 'topeng' dan cakey. dan baru 2 hari pake muncul jerawat besar-besar banget di muka :(,1,0,-1,0
15584,"worst product ever! saya memakai shade sand beige namun entah kenapa it looks ashy on my skin. it has dewy finish but doesn't blend pretty well. kemudian kemasannya juga jelek, ga steril karena basically you dip your hand\\\\/brush in it. harganya juga sangat mahal untuk produk dengan kualitas buruk.",-1,-1,-1,0
16018,"waktu itu iseng2 nyobain bb creamnya garnier. teksturnya runny banget, cair. pas di apply sih emg enak krn gampang dibaur. wanginya juga enak. coveragenya sih kurang ya menurutku, tp emg wajahku sdr butuh concealer buat nutupin bks jerawat. hasil akhirnya dewy. but this is not my favourite krn bkn muka minyakan banget, br sejam dua jam udh jd kilang minyak di muka",0,0,-1,1
16066,"harganya sangat affordable tapi sayang sekali ga' berjodoh dengan bb cream ini. di wajahku susah diblend, pas ditambah bedak malah jadi berasa seperti topeng, dan akhirnya dihibahkan sebelum produknya habis kupakai. definitely not going to repurchase.",1,0,-1,0
16226,"bb cream ter-aneh yg pernah aku coba. aromanya aneh terlalu nyengat di hidung. memang ada sensasi dingin tp sebentar aja. bb creamnya ssh di blend ke wajah, mlh ky berminya stelah pakenya. bedak pun ssh nempelnya gak mau ngeblend. ga suka banget, nyesel beli ini",0,0,-1,-1
16231,"ngga cocok pake bb cream ini. oil control payah, malah bikin muka keliatan berminyak banget, padahal baru dipake sebentar. kelihatan bgt pake something di wajah, ga blends nicely. will not repurchase this product",0,0,-1,0
16370,"packagingnya unik, apalagi jrg ada bb stick kayak gini. sayangnya di aku bikin breakout, jerawat2 kecil muncul krn ga cocok. selain itu krn bentuknya stik, agak susah ngeblendnya. keliatan cakey banget di muka. coverage biasa aja, staying power payah dan oil control juga jelek, br dua jam udh berminyak banget. overall aku ga suka.",0,1,-1,0
16384,"gak akan aku repurchase, kurang suka dan kurang cocok. warnanya udah aku pilih yang natural, tapi ngasih white cast dan kayak topeng di mukaku, gak masuk skintone aku :( abis pakek juga mukaku gatel gatel, big no :(",0,0,-1,0
16811,"pernah coba ini ukuran kecilnya, tapi nggak suka sama produknya karena bikin berminyak (dan wajahku memang berminyak). akhirnya malah nambah jerawat krn minyak itu. tapi untuk yg berkulit normal mungkin oke pake ini ya. kemasannya bagus, compact dan gampang dibawa2.",0,1,-1,0
16951,"warnanya terlalu putih walaupun udah pilih warna natural (warna kulit asliku agak kuning langsat) dan bikin wajah kayak ladang minyak, pemakaian beberapa kali bikin muncul jerawat, dan kalo udah siang bikin muka kusem. repurchase?? never again. i hate this product.",0,0,-1,0
17081,"ga suka sama bb cream ini serasa kaya pake topeng pake nya setau ku klo bb cream ini ga berat yah tapiiii knp kok klo pke ini berasa berat udh gitu kaya dakocan jadi nya, jadi nya nih bb cream ngongrong dengan manins di meja ga ada yg sentuh.",0,0,-1,0
17093,bb cream ini nggak cocok di aku. sewaktu dipakai rasanya berat dan nggak ngeblend di muka. aromanya ga enak dan akhirnya bikin muka lebih berminyak dan menimbulkan jerawat. mungkin emang ga cocok kali yah,0,0,-1,-1
17384,bb cream ini harganya super duper murah tapi punya coverage yang agak lumayan. cuma buat yang punya imperfection di wajah kaya bekas jerawat jangan ngarep sama produk ini deh. warnanya juga cuma 1 shade aja dan itu agak gelap buat saya. hasil pas dipake agak lama juga jadi berminyak. kesimpulannya saya gak suka sama produk ini.,1,0,-1,0
17555,"gak banget ini bb creamnya, gak cocok sama aku. gak cover apa2n, di kulit ku malah bikin jerawatan. bingung juga jadinya buat apaan, akhirnya nganggur di kotak makeup. untung aku pemberian orang, hahahahhaha...mamahku pake gak cocok juga, trus dikasih ke aku...akunya gak cocok juga...",0,0,-1,0
17766,"ketika diratakan di wajah, akan terasa seperti ada air di kulit wajah sehingga terasa seret dan agak susah diblend. shadenya sedikit lebih gelap dari skintone saya. produk ini memiliki aroma yang enak. terasa agak greasy ketika selesai memakainya. untuk menghilangkan kesan greasy, perlu diset dengan bedak tabur ringan diatsnya. coveragenya medium.",0,0,0,1
396,"i just hate it, gerah kalo pake ini, greyish di mukaku, bikin beruntusan, minyakan, oxi lagi. benar-benar jelek bgt di mukaku, dan akhirnya di tempat sampah :) mungkin kalo bisa aku kasi rating 0 kali ya, untungnya murah jd 1 star is enough",1,0,-1,0
661,"i can't stand the lemon scent on it. kirain bakalan light banget di kulit, ga taunya kok berat banget ya. susah banget di blend, udah nyoba pake jari, pake brush ga berhasil. oil control nya sih lumayan oke, tapi sekali lagi ga tahan sama aromanya.",0,0,0,-1
2946,"sama banget. aku juga ga cocok sm bb cream yg ini. aromanya ga enak bgt deh. teksturnya encer bgt buat ukuran bb cream. di aku coveringnya so so sih. emang kulitku ga bermasalah juga, tapi yg paling ga aku suka dr bb cream ini, kalau udah lama bikin muka aku yg kombinasi jd kilang minyak dan kusaaaaaam bgt. lebih kusam dr ga dandan sama sekali. ga suka bgt deh pokonya.",0,0,-1,-1
3950,"not recommeded at all. coverage nya minim sekali, rasanya ga ada perbedaan sebelum dan sesudah aplikasi di wajah too bad harganya juga terlalu mahal untuk produk yg mengecewakan. lebih cocok dibilang sebagai moisturizer plus nya hanya sangat melembabkan, cocok untuk kulit kering",-1,0,-1,0
7253,"pro : kemasannya travel friendly, tergolong murah untuk bb cream gampang diperoleh. cons : ashy, kulitku terlihat keabu-abuan beberapa menit setelah pemakaian. membuat kulit makin berminyak shade range terbatas aplikasi sulit beneran deh, ini bb cream paling worst yang pernah aku coba.",1,1,-1,0
7481,"entah kenapa selalu saja gak cocok pakai bb cream korea. whitecast di wajahku, kayaknya gak menyatu gitu sama kulit. harganya juga mahal di counternya, buat yang cocok bisa beli di online shop terpercaya ya. overall i don't like this product.",-1,0,-1,0
9170,"this one is totally unmatched with my face.. aku pake shade yg light, cocok dikulit aku, warna nya langsung menyesuaikan dgn sendirinya tapi setiap kali dipakai keesokan harinya langsung timbul jerawat..which is breakout... kayanya nggak akun repurchase karena kualitas produknya jelek, pdhl aku suka packagingnya...look cool and exclusive",0,1,-1,0
9205,beli bb cream ini karna kemakan iklan. harganya yang murah cocok buat kantong anak kos yang makan aja susah haha. bb cream ini so oily. berminyak banget di wajah aku yang udah berminyak. jadi kalo di kampus sering disangka gak mandi hiks.,1,0,0,0
9941,"pond bb cream ini memiliki 2 shade warna yang cocok untuk kulit asia brands ponds sdri sdah terkenal di indonesia. plus produk ini : drugstore mudah di dpatkan di mana saja harga terjangkau memiliki kandungan aman dan di percaya mencerahkan kulit spf 30 aman di pakai out door minus : oil control yang jelek dan warna tidak merata, kurang menutup noda at all paling cocok di pakai sehari-hari, dengan pemakaian riasan ringan.",1,0,0,0
10261,"my first bb cream. untuk coverage medium yaa, gampang diblend, aromanya enak wangi banget. untuk jenis kulit oily ini bikin oily yaa apalagi di daerah t-zone. dua hari habis pakai langsung muncul jerawat gede-gede, padahal aku cuma make sekali. abis itu nggak aku pakai lagi huuhu ga suka sama produk ini :(",0,0,-1,1
10478,beli ini waktu ada diskon di hypermarket dan dapetin ini dengan harga murah 22 ribu tapi taunya cuma 15ml. baru kali ini nemuin product 15ml doang. baru 2 kali pakai ini dan masih dibilang lightweight tapi harus pakai setting powder supaya gak terlalu shiny. minusnya ga ada pa+++,1,0,0,0
11638,"beli shade yg paling gelap, cocok warnanya di muka dan bikin make up nempel. tapi lama2 warnanya jd greyish di muka jadi kusam. oil controlnya kurang bagus. packagingnya bagus ada pump nya beda dgn bbc lain jadi lebih higienis. overall aku gak suka sih sama produknya karena greyish itu",0,1,-1,0
11777,"beli ini karena waktu itu emang lagi cari bb cream buat dipake sehari-hari, kebetulan di forum lagi banyak yg rave bb cream ini. bb cream lokal dgn harga murah, you definitely could not beat that. so i eventually bought it. lalu dipake selama kurang lebih seminggu, ternyata nggak cocok. (+) kemasannya bagus ada yg kecil dengan isi 15 ml dengan harga 25-30ribuan. cocok buat yg mau coba2 dulu atau mau dibawa buat travel (-) warnanya nggak masuk ke skintone aku, tone kuning-nya kurang. jatohnya jadi ashy di aku. padahal tadinya ngarep warnanya bakal pas secara ini kan produk lokal (-) oil control-nya nggak bagus. walau pun di forum banyak yang bilang bisa nahan minyak dgn cukup baik. sayangnya, di aku enggak. (-) bikin break out. mungkin aku nggak cocok sama formulanya kali ya. overall, it's a pass from me, i don't like this product.",1,1,-1,0
12196,"aku beli bb ini cuma buat ngepasin jumlah produk karena katanya kalo beli 3 bisa dapet notebook lucu, hehe ternyata aku emang gabisa jatuh cinta sama yang namanya bb cream t_t bb ini jelas bukan untuk oily skin seperti kulitku, karena ngga bertahan lama, bb cream ini udah luntur aja :( aku ga suka sama produknya tapi aku suka kemasannya lucu yang imut2 itu!",0,1,-1,0
46472,"bb cream yang fungsinya nanggung menurut aku dari tekstur, coverage dan staying power tapi okelah udah ada spf yang protect kita dari sinar uv, teksturnya terlalu cair jadi ada kesan beleber di wajah. meresap cuma gak nutup noda. tapi ada benernya kalo bikin make up terutama sedikit melekat lebih lama karena efek lembab yang dihasilkan. emang gak berharap banyak juga sih karena harganya yang sangat affordable tapi kualitasnya jelek.",1,0,-1,0
47095,ini bb cream pertama gue saat mulai mengikuti korean beauty tips.. terus terang ini kosmetik pertama termahal yang pernah gue miliki dan gue agak nyesal karena langsung beli size besar but baru gue coba dua kali aja rasanya ga cocok banget di muka. muka gue tambah kayak kuali penggorengan dan aromanya ga enak banget. warnanya juga bikin kulit jadi lebih pinkish dan gue akhirnya memutuskan ga bakal repurchase lagi karena emang kualitasnya jelek.,-1,0,-1,-1
47607,"my first bbc. dulu coba pake ini krn lg musim bbc dimana-mana dan ikut-ikut korea gitu deh. sekarang harganya mahal. tp kemasannya bagus ukurannya kecil,jd praktis dan ga butuhin space banyak di pouch makeup.",-1,1,0,0
47849,"beli ini udah beberapa tahun lalu karena iseng mampir ngelewatin booth maybelline di carefour. bb cream ini tergolong murah dan cuma ada satu warna. pas gue apply di muka, warnanya terlalu putih untuk kulit gue yang nc 30 dan lama kelama-lamaan jadi greyish. coveragenya sheer banget, gak bisa nutupin noda. trus bb cream maybelline ini juga bikin kulit gue break out. banyak orang yang suka sama bb cream maybelline ini, tapi gak buat kulit gue yang rewel dan sentsitive. jadilah si bb cream ini nganggur gt aja di makeup storage gue. and i sadly have to say that i don't like this product. sorry maybelline.",1,0,-1,0
48073,"aku punya tipe oily skin,dan bb cream ini gak cocok banget di aku..walaupun harganya murah, kualitasnya jelek. ini bb cream tapi heavy banget di muka aku dan kalo kebanyakan pakenya bisa keliatan cakey,dan juga oil controlnya jelek,sekitar 2 jaman mukaku udah berminyak dan harus sering aku blot..gak bakal repurchase lagi..",1,0,-1,0
48704,"setelah pencarian sekian lama,kutemukan juga bb cream yg pas dimukaku,warnanya cocok dan hasilnya glowy.jadi mukaku kliatan bersinar gitu walaupun agak lebay sih menurutku dipake siang hari meski udh pake bedak ttep shimmer,but its okay lha..ringan dan nyerap minyak. aku suka and i will repurchase !!wlopun harganya tergolong mahal utk produk lokal,,",-1,0,1,0
655,"tertarik karena harganya murah meriah. texture ok, gampang blend. coverage light aja kebetulan no problem buatku. sayangnya jd bikin gelap, oxidize kali ya. selain itu , oil kontrol kurang ok, jadi udah menggelap, mengkilap pula..",1,0,0,0
2458,"awalnya coba beli produk ini karena penasaran &amp; harga terjangkau. memang sih cocok untuk dompet anak sekolahan. pas dipake rasanya sejuk &amp; lumayan bikin cerah. formulanya nggak kental bgt kayak bbc koreaku. cuman setelah dipake beberapa jam, wajah jadi lebih berminyak. setelah itu nggak pake lagi deh... buat kulit yg berminyak \\\\/ ada jerawat sedikit, kurang cocok nih",1,0,-1,0
2834,setelah beberapa kali pake lama-lama wajah agak gatal seperti mau muncul jerawat dan beneran..aku jadi jerawatan...hiks sedih banget dan nggak mau pakek lagi deh sejak itu..aku hibahkan ke temen yang kulitnya kering dia bilang sih cocok. :p repuchase? hmm...enggak deh..harganya mahal tapi kualitasnya jelek..,-1,0,-1,0
2843,"bb cream yang aku coba pertama kali. buat aku yang kulitnya banyak bekas jerawat gini sih gak disaranin pake ini ya. coverage juga kurang. shadenya sih pas sama kulitku. tapi kulitku jadi berminyak banget. wanginya oke, gak terlalu wangi deh menurutku, pas. produk ini sebenernya cocok karena gak bikin breakout. cuma sayang bgt bikin muka berminyak.",0,0,0,1
2970,"(+): - coveragenya medium-full - lumayan anti badai, ampe sore juga ga luntur even dipake wudhu - harganya relatif murah - gampang didapat - packagingnya cakep (-): - shadenya kegelapan, bahkan untuk kulit sawo matengku - feels heavy on my skin, serasa pake fondi bukan bbc - matte finish - even ditulis mengandung uv protection, tapi ga jelas spfnya berapa - kadang bikin breakout",1,1,0,0
3427,"kekurangan : hasilnya kurang begitu smooth tidak seperti yang diharapkan. dan setelah beberapa jam kemudian, wajah menjadi lengket dan berminyak. pilihan pallet warnanya juga kurang. kelebihan : harga ekonomis, mudah didapatkan. ",1,0,0,0
